,,,,,,,
,,,,,,,
"Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided."
SCEG  ,6FF7_8  ,1FF_7G_7      ,1FF #7G ,64,,,
SCEG  ,6FF7_8  ,1FF_8G_8      ,1FF #8G ,64,,,
SCEG  ,6JEFF   ,12JEFFH1_1    ,12JEFFH1,30.05,,,
SCEG  ,6JEFF   ,12JEFFH2_1    ,12JEFFH2,30.05,,,
SCEG  ,6JEFF   ,12JEFFH3_1    ,12JEFFH3,30.05,,,
SCEG  ,6JEFF   ,12JEFFH4_1    ,12JEFFH4,30.05,,,
SCEG  ,6JEFF   ,12JEFFH6_1    ,12JEFFH6,8.01,,,
SCEG  ,6JEFF   ,12JEFFS1_1    ,12JEFFS1,46.07,,,
SCEG  ,6JEFF   ,12JEFFS2_1    ,12JEFFS2,46.07,,,
SCEG  ,6JEFF   ,12JEFFS3_1    ,12JEFFS3,153.23,,,
SCEG  ,6JEFF   ,12JEFFS4_1    ,12JEFFS4,153.23,,,
SCEG  ,6LOWMAN6,3LOWMAN3_1    ,3LOWMAN3,80.12,,,
SCEG  ,6LOWMAN6,6LOWMAN6_2    ,6LOWMAN6,237.35,,,
SCEG  ,6LOWMAN6,6LOWMAN6_3    ,6LOWMAN6,235.35,,,
SCEG  ,6LOWMAN6,6LOWMAN6_4    ,6LOWMAN6,200,,,
SCEG  ,6LOWMAN6,6LOWMAN6_5    ,6LOWMAN6,260,,,
SCEG  ,6VCS_1  ,1VCS_1        ,1VCS    ,984.46,,,
SCEG  ,6WATEREE,1WATERE1_1    ,1WATERE1,360.54,,,
SCEG  ,6WATEREE,1WATERE2_2    ,1WATERE2,360.54,,,
SCEG  ,6WILLIAM,1AMW_1        ,1AMW    ,597.89,,,
SCEG  ,6WINYAH ,12WINY_2_1    ,12WINY 2,295.44,,,
SCEG  ,6WINYAH ,12WINY_3_1    ,12WINY 3,295.44,,,
SCEG  ,6WINYAH ,12WINY_4_1    ,12WINY 4,270.4,,,
SCEG  ,6WINYAH ,12WINY_1_1    ,12WINY 1,295.44,,,
SECI  ,CSTFRAN3,CSTFRAN3_1    ,CSTFRAN3,4.3,,,
SECI  ,GOODCTY3,GOODCTY3_1    ,GOODCTY3,14.8,,,
SECI  ,GRDNCTY3,S2_GEN_1_2    ,S2 GEN 1,97,,,
SECI  ,GRDNCTY3,S3_GEN_1_3    ,S3 GEN 1,13,,,
SECI  ,GRDNCTY3,S4_GEN_1_4    ,S4 GEN 1,57,,,
SECI  ,GRDNCTY3,S5_GEN_1_5    ,S5 GEN 1,55,,,
SECI  ,HOLCMB23,HOLCGEN1_1    ,HOLCGEN1,384,,,
SECI  ,JOHNSONI,JOHNSONI_1    ,JOHNSON3,4.8,,,
SECI  ,OBERLIN3,OBERLIN3_1    ,OBERLIN3,4.3,,,
SECI  ,SHARNSP3,SHARNSP3_1    ,SHARNSP3,2.5,,,
SERU  ,3JST_GA ,12JSTGA1_1    ,12JSTGA1,47,,,
SERU  ,3JST_GA ,12JSTGA2_1    ,12JSTGA2,94,,,
SERU  ,3JST_SC ,12JSTSC4_1    ,12JSTSC4,94,,,
SERU  ,3JST_SC ,12JSTSC6_1    ,12JSTSC6,94,,,
SERU  ,6HARTWEL,HARTWL12_1    ,HARTWL12,69.5,,,
SERU  ,6HARTWEL,HARTWL12_2    ,HARTWL12,69.5,,,
SERU  ,6HARTWEL,HARTWL34_3    ,HARTWL34,69.5,,,
SERU  ,6HARTWEL,HARTWL34_4    ,HARTWL34,69.5,,,
SERU  ,6HARTWEL,HARTWL5_5     ,HARTWL5 ,80,,,
SERU  ,6RUSSELL,12RUSS12_1    ,12RUSS12,172.5,,,
SERU  ,6RUSSELL,12RUSS34_1    ,12RUSS34,172.5,,,
SERU  ,6RUSSELL,12RUSS56_1    ,12RUSS56,172.5,,,
SERU  ,6RUSSELL,12RUSS78_1    ,12RUSS78,172.5,,,
SIGE  ,10ABB_G1,10ABB_G1_1    ,10ABB G1,250,,,
SIGE  ,10ABB_G1,10ABB_G2_1    ,10ABB G2,250,,,
SIGE  ,10ABB_G1,10AB_GT1_1    ,10AB GT1,80,,,
SIGE  ,10CUL_G3,10CUL_G3_1    ,10CUL G3,270,,,
SIGE  ,10CUL_G3,10CUL_G1_1    ,10CUL G1,46,,,
SIGE  ,10CUL_G3,10CUL_G2_1    ,10CUL G2,90,,,
SIGE  ,10JSP_G1,10JSP_G1_1    ,10JSP G1,15,,,
SIGE  ,10N1O   ,10NE_GT_1     ,10NE  GT,20,,,
SIGE  ,10OHRIVR,10BG_GT1_1    ,10BG GT1,50,,,
SIGE  ,10OHRIVR,10BG_GT2_1    ,10BG GT2,65,,,
SIGE  ,10WAR_G1,10WAR_G1_1    ,10WAR G1,142,,,
SIGE  ,10WAR_G2,10WAR_G2_1    ,10WAR G2,142,,,
SIGE  ,10WAR_G3,10WAR_G3_1    ,10WAR G3,142,,,
SIGE  ,10WARING,10WAR_G4_1    ,10WAR G4,270,,,
SIPC  ,MARION_1,MARION_4      ,MARION  ,173,,,
SIPC  ,MARION_1,MARION_1_1    ,MARION 1,33,,,
SIPC  ,MARION_1,MARION_1_2    ,MARION 1,33,,,
SIPC  ,MARION_1,MARION_1_3    ,MARION 1,33,,,
SJLP  ,LAKE_RD5,LAKE_RD5_1    ,LAKE RD5,257,,,
SME   ,2BENN_GT,2BENN_GT_1    ,2BENN GT,16,,,
SME   ,2MOSEL69,5MOSEL16_1    ,5MOSEL16,87,,,
SME   ,2MOSEL69,5MOSEL16_2    ,5MOSEL16,120,,,
SME   ,2MOSEL69,2MOSEL69_1    ,2MOSEL69,59,,,
SME   ,2MOSEL69,2MOSEL69_2    ,2MOSEL69,59,,,
SME   ,2MOSEL69,2MOSEL69_3    ,2MOSEL69,59,,,
SME   ,2PAULDNG,2PAULDNG_1    ,2PAULDNG,20,,,
SME   ,5MOROW16,5MOROW16_1    ,5MOROW16,200,,,
SME   ,5MOROW16,5MOROW16_2    ,5MOROW16,200,,,
SMP   ,AUSTIN  ,AUSTIN_1      ,AUSTIN  ,30.3,,,
SMP   ,AUSTIN  ,AUSTIN_2      ,AUSTIN  ,9,,,
SMP   ,AUSTIN  ,AUSTIN_3      ,AUSTIN  ,4.1,,,
SMP   ,AUSTIN  ,AUSTIN_4      ,AUSTIN  ,12,,,
SMP   ,AUSTIN  ,AUSTIN_5      ,AUSTIN  ,5,,,
SMP   ,CASCADE5,CASCADE7_1    ,CASCADE7,30,,,
SMP   ,SILVER_L,SILVER_L_1    ,SILVER L,10,,,
SMP   ,SILVER_L,SILVER_L_2    ,SILVER L,14,,,
SMP   ,SILVER_L,SILVER_L_3    ,SILVER L,25,,,
SMP   ,SILVER_L,SILVER_L_4    ,SILVER L,61,,,
SMP   ,ZUMBRO_5,ZUMBRO_5_1    ,ZUMBRO 5,3,,,
SOCO  ,1CHEVRN1,1CHEVRN1_1    ,1CHEVRN1,15,,,
SOCO  ,1CHEVRN2,1CHEVRN2_2    ,1CHEVRN2,15,,,
SOCO  ,1CHEVRN3,1CHEVRN3_3    ,1CHEVRN3,16,,,
SOCO  ,1CHEVRN4,1CHEVRN4_4    ,1CHEVRN4,16,,,
SOCO  ,1GADSDN1,1GADSDN1_1    ,1GADSDN1,64,,,
SOCO  ,1GADSDN1,1GADSDN2_2    ,1GADSDN2,66,,,
SOCO  ,1RIVRSDE,1RIVRSD8_8    ,1RIVRSD8,39,,,
SOCO  ,1RIVRSDE,1RVSID47_4    ,1RVSID47,20,,,
SOCO  ,1RIVRSDE,1RVSID47_5    ,1RVSID47,10,,,
SOCO  ,1RIVRSDE,1RVSID47_6    ,1RVSID47,18,,,
SOCO  ,1RIVRSDE,1RVSID47_7    ,1RVSID47,20,,,
SOCO  ,1SMITHGN,1SMITHGN_1    ,1SMITHGN,181,,,
SOCO  ,1YATEGEN,1YATEGEN_1    ,1YATEGEN,45,,,
SOCO  ,3AIRPROD,1PEARIDG_1    ,1PEARIDG,12,,,
SOCO  ,3ALLADAM,3ALLADAM_1    ,3ALLADAM,80,,,
SOCO  ,3ARKWRT3,1ARKWRTA_A    ,1ARKWRTA,26,,,
SOCO  ,3ARKWRT3,1ARKWRT1_1    ,1ARKWRT1,40,,,
SOCO  ,3ARKWRT3,1ARKWRT2_2    ,1ARKWRT2,40,,,
SOCO  ,3ARKWRT3,1ARKWRT3_3    ,1ARKWRT3,41,,,
SOCO  ,3ARKWRT3,1ARKWRT4_4    ,1ARKWRT4,42,,,
SOCO  ,3ATKINSN,1ATKNSNA_A    ,1ATKNSNA,69,,,
SOCO  ,3ATKINSN,1ATKNSN2_2    ,1ATKNSN2,55,,,
SOCO  ,3ATKINSN,1ATKNSN3_3    ,1ATKNSN3,65,,,
SOCO  ,3ATKINSN,1ATKNSN4_4    ,1ATKNSN4,62,,,
SOCO  ,3BANKHDM,1BANKGEN_1    ,1BANKGEN,52,,,
SOCO  ,3BARRY  ,1BARRY1_1     ,1BARRY1 ,180,,,
SOCO  ,3BARRY  ,1BARRY2_2     ,1BARRY2 ,180,,,
SOCO  ,3BARRY  ,1BARRY3_3     ,1BARRY3 ,320,,,
SOCO  ,3BARRY  ,1BARRY4_4     ,1BARRY4 ,470,,,
SOCO  ,3BARRY  ,1BARRY5_5     ,1BARRY5 ,920,,,
SOCO  ,3BARTLFY,3BARTLFY_1    ,3BARTLFY,38,,,
SOCO  ,3BARTLFY,3BARTLFY_3    ,3BARTLFY,19,,,
SOCO  ,3BARTLFY,3BARTLFY_4    ,3BARTLFY,21,,,
SOCO  ,3BARTLFY,3BARTLFY_5    ,3BARTLFY,119,,,
SOCO  ,3BAYCNTY,3BAYCNTY_A    ,3BAYCNTY,12,,,
SOCO  ,3BOULDDM,1BOULD1G_1    ,1BOULD1G,76,,,
SOCO  ,3BOULDDM,1BOULD2G_2    ,1BOULD2G,76,,,
SOCO  ,3BOULDDM,1BOULD3G_3    ,1BOULD3G,76,,,
SOCO  ,3BOULVRD,1BLVD1_1      ,1BLVD1  ,15,,,
SOCO  ,3BOULVRD,1BLVD1_2      ,1BLVD1  ,16,,,
SOCO  ,3BOULVRD,1BLVD2_3      ,1BLVD2  ,15,,,
SOCO  ,3BOWEN  ,1BOWEN6_6     ,1BOWEN6 ,32,,,
SOCO  ,3BUFRDDM,3BUFRDDM_1    ,3BUFRDDM,105,,,
SOCO  ,3CAMPTON,1WALTON3_3    ,1WALTON3,65,,,
SOCO  ,3CAMPTON,1WALTON4_4    ,1WALTON4,65,,,
SOCO  ,3CAMPTON,1WALTNCT_5    ,1WALTNCT,65,,,
SOCO  ,3CHAMPIN,3CHAMPIN_A    ,3CHAMPIN,25,,,
SOCO  ,3CHEVCOG,1CHEVRN5_5    ,1CHEVRN5,68,,,
SOCO  ,3CRIST  ,1CRIST1_1     ,1CRIST1 ,24,,,
SOCO  ,3CRIST  ,1CRIST2_2     ,1CRIST2 ,24,,,
SOCO  ,3CRIST  ,1CRIST3_3     ,1CRIST3 ,35,,,
SOCO  ,3CRIST  ,1CRIST4_4     ,1CRIST4 ,78,,,
SOCO  ,3CRIST  ,1CRIST5_5     ,1CRIST5 ,80,,,
SOCO  ,3CRIST  ,1CRIST6_6     ,1CRIST6 ,302,,,
SOCO  ,3CRIST  ,1CRIST7_7     ,1CRIST7 ,495,,,
SOCO  ,3E_BAIN ,3E_BAIN_A     ,3E BAIN ,78,,,
SOCO  ,3EATON  ,1EATON1_1     ,1EATON1 ,24,,,
SOCO  ,3EATON  ,1EATON2_2     ,1EATON2 ,24,,,
SOCO  ,3EATON  ,1EATON3_3     ,1EATON3 ,25,,,
SOCO  ,3FLNTRV3,3FLNTRV3_1    ,3FLNTRV3,6,,,
SOCO  ,3GEBURKV,1GEBURK_1     ,1GEBURK ,80,,,
SOCO  ,3GEORGDM,3GEORGDM_1    ,3GEORGDM,75,,,
SOCO  ,3GEORGDM,3GEORGDM_3    ,3GEORGDM,75,,,
SOCO  ,3GORGAS1,1GORGAS8_8    ,1GORGAS8,165,,,
SOCO  ,3GORGAS1,1GORGA10_1    ,1GORGA10,721,,,
SOCO  ,3GORGAS2,1GORGAS6_6    ,1GORGAS6,108,,,
SOCO  ,3GORGAS3,1GORGAS7_7    ,1GORGAS7,109,,,
SOCO  ,3GORGAS4,1GORGAS9_9    ,1GORGAS9,175,,,
SOCO  ,3GREENEC,1GREENC1_1    ,1GREENC1,254,,,
SOCO  ,3GREENEC,1GREENC2_2    ,1GREENC2,255,,,
SOCO  ,3GREENEC,1GREENCA_A    ,1GREENCA,82,,,
SOCO  ,3GREENEC,1GREENCB_B    ,1GREENCB,82,,,
SOCO  ,3GREENEC,1GREENCC_C    ,1GREENCC,82,,,
SOCO  ,3GREENEC,1GREENCD_D    ,1GREENCD,82,,,
SOCO  ,3GREENEC,1GREENCE_E    ,1GREENCE,82,,,
SOCO  ,3GREENEC,1GREENCF_F    ,1GREENCF,82,,,
SOCO  ,3GREENEC,1GREENCG_G    ,1GREENCG,82,,,
SOCO  ,3GREENEC,1GREENCH_H    ,1GREENCH,82,,,
SOCO  ,3GREENEC,1GREENCI_I    ,1GREENCI,82,,,
SOCO  ,3HAMMOND,1HAMMND1_1    ,1HAMMND1,109,,,
SOCO  ,3HAMMOND,1HAMMND2_2    ,1HAMMND2,109,,,
SOCO  ,3HAMMOND,1HAMMND3_3    ,1HAMMND3,109,,,
SOCO  ,3HAMMOND,1HAMMND4_4    ,1HAMMND4,457,,,
SOCO  ,3HARDAMC,1HARISGN_1    ,1HARISGN,135,,,
SOCO  ,3HENRYDM,1HENRYGN_1    ,1HENRYGN,73,,,
SOCO  ,3HOLT   ,1HOLTGEN_1    ,1HOLTGEN,43,,,
SOCO  ,3JORDNDM,1JORD1GN_1    ,1JORD1GN,69,,,
SOCO  ,3JORDNDM,1JORD3GN_3    ,1JORD3GN,69,,,
SOCO  ,3KRAFT  ,1KRAFT3_3     ,1KRAFT3 ,102,,,
SOCO  ,3KRAFT  ,1KRAFT4_4     ,1KRAFT4 ,112,,,
SOCO  ,3KRAFT  ,1KRAFT1_1     ,1KRAFT1 ,47,,,
SOCO  ,3KRAFT  ,1KRAFT2_2     ,1KRAFT2 ,50,,,
SOCO  ,3KRAFT  ,1KRAFTCT_1    ,1KRAFTCT,15,,,
SOCO  ,3LAYDAM ,1LAY13GN_1    ,1LAY13GN,90,,,
SOCO  ,3LAYDAM ,1LAY46GN_4    ,1LAY46GN,90,,,
SOCO  ,3LLOYDSH,3LLOYDSH_1    ,3LLOYDSH,22,,,
SOCO  ,3LMARTDM,1LMARTGN_1    ,1LMARTGN,137,,,
SOCO  ,3LSMITH ,1LSMITHA_A    ,1LSMITHA,32,,,
SOCO  ,3LSMITH ,1LSMITH1_1    ,1LSMITH1,162,,,
SOCO  ,3LSMITH ,1LSMITH2_2    ,1LSMITH2,193,,,
SOCO  ,3MARTNDM,1MART1GN_1    ,1MART1GN,33,,,
SOCO  ,3MARTNDM,1MART4GN_4    ,1MART4GN,61,,,
SOCO  ,3MARTNDM,1MART2GN_2    ,1MART2GN,33,,,
SOCO  ,3MARTNDM,1MART3GN_3    ,1MART3GN,33,,,
SOCO  ,3MCINTOL,1OLINGEN_1    ,1OLINGEN,104,,,
SOCO  ,3MILERSF,3MILERSF_1    ,3MILERSF,28,,,
SOCO  ,3MILERSF,3MILERSF_2    ,3MILERSF,28,,,
SOCO  ,3MILERSF,3MILERSF_3    ,3MILERSF,28,,,
SOCO  ,3MITCHDM,1MITC4GN_4    ,1MITC4GN,20,,,
SOCO  ,3MITCHDM,1MITC5GN_5    ,1MITC5GN,148,,,
SOCO  ,3MITCHL ,1MITCHL1_1    ,1MITCHL1,20,,,
SOCO  ,3MITCHL ,1MITCHL2_2    ,1MITCHL2,20,,,
SOCO  ,3MITCHL ,1MITCHLA_A    ,1MITCHLA,32,,,
SOCO  ,3MITCHL ,1MITCHLB_B    ,1MITCHLB,32,,,
SOCO  ,3MITCHL ,1MITCHLC_C    ,1MITCHLC,32,,,
SOCO  ,3MITCHL ,1MITCHL3_3    ,1MITCHL3,153,,,
SOCO  ,3MONSANT,3MONSANT_A    ,3MONSANT,86,,,
SOCO  ,3MORGANF,3MORGANF_1    ,3MORGANF,17,,,
SOCO  ,3NCOLUMB,3NCOLUMB_1    ,3NCOLUMB,35,,,
SOCO  ,3OLIVER3,3OLIVER3_1    ,3OLIVER3,18,,,
SOCO  ,3OLIVER3,3OLIVER3_2    ,3OLIVER3,36,,,
SOCO  ,3OLIVER3,3OLIVER3_4    ,3OLIVER3,6,,,
SOCO  ,3RAFBCTS,3RAFBCTS_A    ,3RAFBCTS,83,,,
SOCO  ,3RAFBCTS,3RAFBCTS_B    ,3RAFBCTS,83,,,
SOCO  ,3RBTFHN ,3RBTFHN_1     ,3RBTFHN ,80,,,
SOCO  ,3RUMBLRD,1RMBLCT1_1    ,1RMBLCT1,109,,,
SOCO  ,3RUMBLRD,1RMBLCT2_2    ,1RMBLCT2,109,,,
SOCO  ,3SCHOLZ1,1SCHOLZ1_1    ,1SCHOLZ1,46,,,
SOCO  ,3SCHOLZ2,1SCHOLZ2_2    ,1SCHOLZ2,46,,,
SOCO  ,3SINCLAR,3SINCLAR_1    ,3SINCLAR,44,,,
SOCO  ,3STONECT,3STONECT_A    ,3STONECT,8,,,
SOCO  ,3SWEATT ,1SWEATTA_A    ,1SWEATTA,35,,,
SOCO  ,3SWEATT ,1SWEATT1_1    ,1SWEATT1,46,,,
SOCO  ,3SWEATT ,1SWEATT2_2    ,1SWEATT2,46,,,
SOCO  ,3TALLFAL,3TALLFAL_1    ,3TALLFAL,73,,,
SOCO  ,3TERRORA,3TERRORA_1    ,3TERRORA,16,,,
SOCO  ,3THURLDM,1THURLGN_1    ,1THURLGN,77,,,
SOCO  ,3THURLDM,1THURLGN_3    ,1THURLGN,11,,,
SOCO  ,3TUGALO ,3TUGALO_1     ,3TUGALO ,27,,,
SOCO  ,3TUGALO ,3TUGALO_3     ,3TUGALO ,26,,,
SOCO  ,3WANSLEY,1WANSLYA_A    ,1WANSLYA,49,,,
SOCO  ,3WATSON ,1WATSONA_A    ,1WATSONA,35,,,
SOCO  ,3WATSON ,1WATSON1_1    ,1WATSON1,77,,,
SOCO  ,3WATSON ,1WATSON2_2    ,1WATSON2,77,,,
SOCO  ,3WATSON ,1WATSON3_3    ,1WATSON3,105,,,
SOCO  ,3WATSON ,1WATSON4_4    ,1WATSON4,228,,,
SOCO  ,3WATSON ,1WATSON5_5    ,1WATSON5,476,,,
SOCO  ,3WEISSDM,1WEISSGN_1    ,1WEISSGN,88,,,
SOCO  ,3WPTDAM ,3WPTDAM_1     ,3WPTDAM ,78,,,
SOCO  ,3YATES3 ,1YATES1_1     ,1YATES1 ,99,,,
SOCO  ,3YATES3 ,1YATES2_2     ,1YATES2 ,100,,,
SOCO  ,3YATES3 ,1YATES3_3     ,1YATES3 ,106,,,
SOCO  ,3YONAH  ,3YONAH_1      ,3YONAH  ,29,,,
SOCO  ,6BARRCC1,1BARRCC1_6    ,1BARRCC1,532,,,
SOCO  ,6BRANCH ,1BRANCH1_1    ,1BRANCH1,255,,,
SOCO  ,6BRANCH ,1BRANCH2_2    ,1BRANCH2,319,,,
SOCO  ,6BRANCH ,1BRANCH3_3    ,1BRANCH3,494,,,
SOCO  ,6BRANCH ,1BRANCH4_4    ,1BRANCH4,496,,,
SOCO  ,6CARTERS,6CARTERS_1    ,6CARTERS,144,,,
SOCO  ,6CARTERS,6CARTERS_2    ,6CARTERS,144,,,
SOCO  ,6CARTERS,6CARTERS_3    ,6CARTERS,144,,,
SOCO  ,6CARTERS,6CARTERS_4    ,6CARTERS,144,,,
SOCO  ,6CATAULA,1CATAUL3_3    ,1CATAUL3,170,,,
SOCO  ,6CATAULA,1CATAUL4_4    ,1CATAUL4,170,,,
SOCO  ,6CATAULA,1CATAUL1_1    ,1CATAUL1,170,,,
SOCO  ,6CATAULA,1CATAUL2_2    ,1CATAUL2,170,,,
SOCO  ,6FARLEY ,1FARLEY1_1    ,1FARLEY1,847,,,
SOCO  ,6FARLEY ,1FARLEY2_2    ,1FARLEY2,852,,,
SOCO  ,6GASTON ,1GASTON5_5    ,1GASTON5,861,,,
SOCO  ,6GASTON ,1GASTON1_1    ,1GASTON1,254,,,
SOCO  ,6GASTON ,1GASTON2_2    ,1GASTON2,256,,,
SOCO  ,6GASTON ,1GASTON3_3    ,1GASTON3,254,,,
SOCO  ,6GASTON ,1GASTON4_4    ,1GASTON4,256,,,
SOCO  ,6GASTON ,1GASTONA_A    ,1GASTONA,16,,,
SOCO  ,6GATRCK ,1OPC_GR1_1    ,1OPC-GR1,54,,,
SOCO  ,6GATRCK ,1OPC_GR2_2    ,1OPC-GR2,54,,,
SOCO  ,6GATRK  ,3GOATRCK_1    ,3GOATRCK,6,,,
SOCO  ,6GATRK  ,3GOATRCK_3    ,3GOATRCK,10,,,
SOCO  ,6GATRK  ,3GOATRCK_5    ,3GOATRCK,10,,,
SOCO  ,6HWENERG,1OPCHWE1_1    ,1OPCHWE1,148,,,
SOCO  ,6HWENERG,1OPCHWE2_2    ,1OPCHWE2,148,,,
SOCO  ,6JCKSCT1,1JACKSN1_1    ,1JACKSN1,82,,,
SOCO  ,6JCKSCT1,1JACKSN2_2    ,1JACKSN2,82,,,
SOCO  ,6JCKSCT1,1JACKSN3_3    ,1JACKSN3,82,,,
SOCO  ,6JCKSCT1,1JACKSN4_4    ,1JACKSN4,82,,,
SOCO  ,6JCKSCT1,1JACKSN5_5    ,1JACKSN5,82,,,
SOCO  ,6JCKSCT1,1JACKSN6_6    ,1JACKSN6,82,,,
SOCO  ,6JCKSCT1,1JACKSN7_7    ,1JACKSN7,82,,,
SOCO  ,6JCKSCT1,1JACKSN8_8    ,1JACKSN8,82,,,
SOCO  ,6MCDONOU,1MCDONOA_A    ,1MCDONOA,64,,,
SOCO  ,6MCDONOU,1MCDONO1_1    ,1MCDONO1,255,,,
SOCO  ,6MCDONOU,1MCDONO2_2    ,1MCDONO2,256,,,
SOCO  ,6MCINTCT,1MCINCT1_1    ,1MCINCT1,83,,,
SOCO  ,6MCINTCT,1MCINCT2_2    ,1MCINCT2,83,,,
SOCO  ,6MCINTCT,1MCINCT3_3    ,1MCINCT3,83,,,
SOCO  ,6MCINTCT,1MCINCT4_4    ,1MCINCT4,83,,,
SOCO  ,6MCINTCT,1MCINCT5_5    ,1MCINCT5,83,,,
SOCO  ,6MCINTCT,1MCINCT6_6    ,1MCINCT6,83,,,
SOCO  ,6MCINTCT,1MCINCT7_7    ,1MCINCT7,83,,,
SOCO  ,6MCINTCT,1MCINCT8_8    ,1MCINCT8,83,,,
SOCO  ,6MCINTOS,1MCINTSH_1    ,1MCINTSH,153,,,
SOCO  ,6MCMANUS,1MCMAN_A_A    ,1MCMAN A,48,,,
SOCO  ,6MCMANUS,1MCMAN_B_B    ,1MCMAN B,48,,,
SOCO  ,6MCMANUS,1MCMAN_C_C    ,1MCMAN C,48,,,
SOCO  ,6MCMANUS,1MCMANSD_D    ,1MCMANSD,48,,,
SOCO  ,6MCMANUS,1MCMANSE_E    ,1MCMANSE,48,,,
SOCO  ,6MCMANUS,1MCMANSF_F    ,1MCMANSF,48,,,
SOCO  ,6MCMANUS,1MCMANS1_1    ,1MCMANS1,43,,,
SOCO  ,6MCMANUS,1MCMANS2_2    ,1MCMANS2,79,,,
SOCO  ,6MCMANUS,1MCMANSA_A    ,1MCMANSA,48,,,
SOCO  ,6MCMANUS,1MCMANSB_B    ,1MCMANSB,48,,,
SOCO  ,6MCMANUS,1MCMANSC_C    ,1MCMANSC,48,,,
SOCO  ,6MIDGACT,1MIDGA1_1     ,1MIDGA1 ,100,,,
SOCO  ,6MIDGACT,1MIDGA2_2     ,1MIDGA2 ,100,,,
SOCO  ,6MIDGACT,1MIDGA3_3     ,1MIDGA3 ,100,,,
SOCO  ,6MONRECT,6MONRECT_1    ,6MONRECT,160,,,
SOCO  ,6POLKCCT,1POLKCT3_3    ,1POLKCT3,109,,,
SOCO  ,6POLKCCT,1POLKCT4_4    ,1POLKCT4,109,,,
SOCO  ,6POLKCCT,1POLKCT1_1    ,1POLKCT1,138,,,
SOCO  ,6POLKCCT,1POLKCT2_2    ,1POLKCT2,138,,,
SOCO  ,6RCKYPSH,1RCKYMT1_1    ,1RCKYMT1,285,,,
SOCO  ,6RCKYPSH,1RCKYMT2_2    ,1RCKYMT2,285,,,
SOCO  ,6RCKYPSH,1RCKYMT3_3    ,1RCKYMT3,285,,,
SOCO  ,6SOWIGS ,1OPCSOW1_1    ,1OPCSOW1,47,,,
SOCO  ,6SOWIGS ,1OPCSOW2_2    ,1OPCSOW2,47,,,
SOCO  ,6SOWIGS ,1OPCSOW3_3    ,1OPCSOW3,47,,,
SOCO  ,6SOWIGS ,1OPCSOW4_4    ,1OPCSOW4,47,,,
SOCO  ,6SOWIGS ,1OPCSOW5_5    ,1OPCSOW5,47,,,
SOCO  ,6VOGTLE ,1VOGTLE1_1    ,1VOGTLE1,1151,,,
SOCO  ,6VOGTLE ,1VOGTLE2_2    ,1VOGTLE2,1154,,,
SOCO  ,6WALLCDM,6WALLCDM_1    ,6WALLCDM,175,,,
SOCO  ,6WALLCDM,6WALLCDM_4    ,6WALLCDM,175,,,
SOCO  ,6WALTNCT,1WALTON1_1    ,1WALTON1,75,,,
SOCO  ,6WALTNCT,1WALTON2_2    ,1WALTON2,75,,,
SOCO  ,6WILSON6,1WILSONA_A    ,1WILSONA,47,,,
SOCO  ,6WILSON6,1WILSONB_B    ,1WILSONB,47,,,
SOCO  ,6WILSON6,1WILSONC_C    ,1WILSONC,47,,,
SOCO  ,6WILSON6,1WILSOND_D    ,1WILSOND,47,,,
SOCO  ,6WILSON6,1WILSONE_E    ,1WILSONE,47,,,
SOCO  ,6WILSON6,1WILSONF_F    ,1WILSONF,47,,,
SOCO  ,6YATES  ,1YATES4_4     ,1YATES4 ,130,,,
SOCO  ,6YATES  ,1YATES5_5     ,1YATES5 ,138,,,
SOCO  ,6YATES  ,1YATES6_6     ,1YATES6 ,347,,,
SOCO  ,6YATES  ,1YATES7_7     ,1YATES7 ,350,,,
SOCO  ,8BOWEN  ,1BOWEN1_1     ,1BOWEN1 ,706,,,
SOCO  ,8BOWEN  ,1BOWEN2_2     ,1BOWEN2 ,705,,,
SOCO  ,8BOWEN  ,1BOWEN3_3     ,1BOWEN3 ,903,,,
SOCO  ,8BOWEN  ,1BOWEN4_4     ,1BOWEN4 ,923,,,
SOCO  ,8DANIEL ,1DANIEL1_1    ,1DANIEL1,530,,,
SOCO  ,8DANIEL ,1DANIEL2_2    ,1DANIEL2,530,,,
SOCO  ,8HATCH  ,1HATCH1_1     ,1HATCH1 ,838,,,
SOCO  ,8HATCH  ,1HATCH2_2     ,1HATCH2 ,855,,,
SOCO  ,8MILLER ,1MILLER1_1    ,1MILLER1,686,,,
SOCO  ,8MILLER ,1MILLER2_2    ,1MILLER2,686,,,
SOCO  ,8MILLER ,1MILLER3_3    ,1MILLER3,674,,,
SOCO  ,8MILLER ,1MILLER4_4    ,1MILLER4,693,,,
SOCO  ,8SCHERER,1SCHERE1_1    ,1SCHERE1,832,,,
SOCO  ,8SCHERER,1SCHERE2_2    ,1SCHERE2,833,,,
SOCO  ,8SCHERER,1SCHERE3_3    ,1SCHERE3,856,,,
