North American Gas and Power ,,,,,,,,,,,,,,,,,,
Global Contract Report,,,,,,,,,,,,,,,,,,
,,,,,Commodity-Type and Associated Contract Numbers,,,,,,RANK,,,,Notional Value,,,
Premstar Energy Canada Ltd,63675,1000000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96031670,,,,57,,,,1917598,
Producers Marketing Ltd,37221,2400000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013847,,,,49,,,,2390400,
Public Service Company of Colorado,177,69418954,Letter Agreement,,,,95001098,,,,,42,,,,1128988,,
Public Service Company of Colorado,177,69418954,Master Energy Purchase and Sale Agreement,,,,96026964,,,,,42,,,,1128988,,
Public Utility District No. 1 of Snohomish County,45583,3988000,Master Power Purchase and Sale Agreement,,,,96056927,,,,,119,,,,1086,,
Rainbow Energy Marketing Corporation,51164,25000,Master Power Purchase and Sale Agreement,,,,96051889,,,,,95,,,,21135,,
Reliant Energy Services Canada Ltd.,68285,9905979,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96022339,,,,10,,,,54576376,
Rochester Gas & Electric Corporation,2730,5792601,Power Sale Agreement,,,,95001189,,,,,76,,,,92539,,
Rochester Gas & Electric Corporation,2730,5792601,Service Agreement,,,,96000132,,,,,76,,,,92539,,
Sacramento Municipal Utility District,2762,9977418,Enabling Agreement,,,,95001188,,,,,84,,,,46043,,
"Santa Clara, California, City of, Silicon Valley Power",(blank),,Master Energy Purchase and Sale Agreement,,,,96027281,,,,,,,,,,,
SaskEnergy Incorporated,5177,3000000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013849,,,,40,,,,5800500,
Sempra Energy Trading Services Corp.,62199,,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,,,,96011840,,,,,,,,,,
"Sierra Pacific Holding Company, dba Sierra Pacific Industries",96112,2486168,Master Power Purchase and Sale Agreement,,,,96058566,,,,,115,,,,1913,,
South Carolina Electric & Gas Company,5660,5000000,Contract for Purchases and Sales of Power and Energy,,,,96000095,,,,,78,,,,80543,,
South Carolina Electric & Gas Company,5660,5000000,Service Agreement for Negotiated Market Sales Tariff (EPMI Purchases),,,,96004338,,,,,78,,,,80543,,
"Southern Companies (Southern Company Services, Inc.)",26428,2000000,Interchange Service Contract,,,,95001180,,,,,45,,,,961949,,
"Southern Companies (Southern Company Services, Inc.)",26428,2000000,Service Agreement for Market Based Rate Power Sales (Not over1 year),,,,96003937,,,,,45,,,,961949,,
Southern Indiana Gas and Electric Company,1734,100000000,Energy Purchase Agreement (EPMI Sales),,,,96004461,,,,,92,,,,24563,,
Southern Indiana Gas and Electric Company,1734,100000000,Interchange Agreement (includes transmission),,,,95001174,,,,,92,,,,24563,,
Southern Indiana Gas and Electric Company,1734,100000000,Service Agreement (EPMI Purchases),,,,96004460,,,,,92,,,,24563,,
"Split Rock Energy, LLC",81217,142286,Master Power Purchase and Sale Agreement,,,,96054373,,,,,100,,,,9711,,
Talisman Energy Inc.,6218,2500000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013938,,,,58,,,,1770000,
"Tenaska Marketing Canada, a division of TMV Corp.",51586,0,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013855,,,,33,,,,6818211,
Tenaska Power Services Co.,53323,600000,Master Energy Purchase and Sale Agreement,,,,96004771,,,,,105,,,,7426,,
Texaco Canada Petroleum  Inc.,34488,5698791,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96038251,,,,17,,,,37882350,
The City of Azusa,35578,900000,Master Power Purchase and Sale Agreement,,,,96057496,,,,,86,,,,42020,,
"The Energy Authority, Inc.",56148,600000,Master Energy Purchase and Sale Agreement,,,,96009463,,,,,81,,,,57694,,
TransAlta Energy Marketing (U.S.) Inc.,62413,2000000,Master Power Purchase and Sale Agreement,,,,96050448,,,,,35,,16,,2460961,,750
"TransCanada Gas Services, a division of TransCanada Energy Ltd.",54461,0,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013856,,,,29,,,,7859150,
TXU Electric Company,45471,73675076,Enabling Agreement for the Sale and Purchase of Economy Energy,,,,96004389,,,,,116,,,,1333,,
TXU Electric Company (capacity auction),(blank),,Master Power Purchase and Sale Agreement,,,,96070400,,,,,,,,,,,
TXU Energy Trading Company (fka Enserch Energy Services),(blank),,Master Energy Purchase and Sale Agreement,,,,96015003,,,,,,,,,,,
Unocal Canada Limited,26342,8000000,Master Purchase/Sale Firm < 31 Days,Enron Canada Corp.,,,,,96013600,,,,70,,,,562000,
Unocal Canada Limited,26342,8000000,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96028374,,,,70,,,,562000,
Virginia Electric and Power Company,3246,16093628,Master Power Purchase and Sale Agreement,,,,96063913,,,,,20,,,,7352396,,
Virginia Electric and Power Company,3246,16093628,Service Agreement under the Wholesale Market-based Rate Tariff (includes EEI),,,,96063913,,,,,20,,,,7352396,,
"Wabash Valley Power Association, Inc.",3254,400000,Master Power Purchase and Sale Agreement,,,,96056752,,,,,57,,,,405245,,
"Western Resources, Inc.",1946,500000,Master Energy Purchase and Sale Agreement,,,,96016180,,,,,75,,,,94253,,
WGR Canada Inc.,58142,2400000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013861,,,,80,,,,157000,
Williams Energy Marketing and Trading Company,(blank),,Master Energy Purchase and Sale Agreement,,,,96004396,,,,,,,,,,,
