property_name_text,address_line1_text,address_line2_text,city_name_text,state_code,zip_code,county_name_text,property_on_site_phone_number,fha_number,contract_number,soa_description_text,property_category_name,client_group_name,client_group_type,total_assisted_unit_count,total_unit_count,owner_contact_indv_full_name,owner_organization_name,owner_address_line1,owner_address_line2,owner_city_name,owner_state_code,owner_zip_code,owner_zip4_code,owner_main_phone_number_text,owner_main_fax_number_text,owner_email_text,mgmt_contact_full_name,mgmt_agent_org_name,mgmt_agent_address_line1,mgmt_agent_address_line2,mgmt_agent_city_name,mgmt_agent_state_code,mgmt_agent_zip_code,mgmt_agent_zip4_code,mgmt_agent_main_phone_number,mgmt_agent_main_fax_number,mgmt_agent_email_text,project_manager_name_text,hub_name_text,servicing_site_name_text
VICTORIAN ARMS,830-A NE VICTORIA ST,,GRANTS PASS,OR,97526,Josephine,(541) 476-7714,,OR16M000046,,Subsidized - Previously Insured,Elderly,Elderly,16,16,"Earl W. and Denise A. Kellenbeck, Husband and Wife",Earl Kellenbeck,830  NE Victoria  ST,,Grants Pass,OR,97526,2266,(503) 476-1141,,need_email@hud.gov,David G. Bachman,Cascade Management Corp.,8532 SW Saint Helens Dr,,Wilsonville,OR,97070,9639,503-682-7788,503-682-5656,dave@cascade-management.com,STEPHANIE P SMITH,Seattle,Portland
VIKING VILLAGE,3424-3432 FAIRHAVEN AVE NE,,SALEM,OR,97303,Marion,503-585-2627,,OR16M000049,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,86,87,John  Seuss,Westfair Associates,1183 W 15th Ave,,Eugene,OR,97402,3921,(541)683-2096,(541)683-1164,need_email@hud.gov,Robert Suess,Westfair Associates,1183 W 15th Ave,,Eugene,OR,97402,3921,(541)683-2096,(541)683-1164,need_email@hud.gov,KRISTINE PETRILLO,Seattle,Portland
VILLA WEST APARTMENTS,201 SW AGEE ST,,MCMINNVILLE,OR,97128,Yamhill,,,OR16H029148,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,48,48,Raquel Guglielmetti,Villa West Apartment LLC,710 NW 14th Ave,Attn: Roxana Hammock,Portland,OR,97209,,503-802-3681,503-914-1526,rhammock@guardian-mgmt.com,Thomas B. Brenneke,Guardian Real Estate Services LLC,710 NW 14th Ave,,Portland,OR,97209,2701,503-802-3600,503-802-3648,thomas.brenneke@gres.com,MELISSA A SCHAFTE,Seattle,Portland
"VILLAGE APARTMENTS, THE",373 Catron St N,,Monmouth,OR,97361,Polk,503-838-0735,,OR16H029163,,"Subsidized, No HUD Financing",Wholly Elderly Housekeeping,Elderly,22,22,,GM Village Apartments LLC,710 NW 14th Avenue,Second Floor,Portland,OR,97209,2789,503-802-3600,503-802-3648,daina.radzins@gres.com,Thomas B. Brenneke,Guardian Real Estate Services LLC,710 NW 14th Ave,,Portland,OR,97209,2701,503-802-3600,503-802-3648,thomas.brenneke@gres.com,RICHARD OTIS,Seattle,Portland
VILLAGE EAST APARTMENTS,6330 MAIN ST,,SPRINGFIELD,OR,97478,Lane,,,OR16H029121,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,42,42,,GM Village East Apartments,710 NW 14th Avenue,Second Floor,Portland,OR,97209,,503-802-3600,503-802-3648,thomas.brenneke@gres.com,,Guardian Real Estate Services LLC,710 NW 14th Ave,,Portland,OR,97209,2701,503-802-3600,503-802-3648,thomas.brenneke@gres.com,RICHARD OTIS,Seattle,Portland
VILLAGE GARDEN APTS,15230 NE SANDY BLVD,,PORTLAND,OR,97230,Multnomah,,12698010,,542(c) HFA Risk Sharing -- NC/SR,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,59,"Walter Grodahl, III",Village Garden LIH Parnership,2164 S.W. Park Place,,Portland,OR,97205,1125,503-224-2554,,need_email@hud.gov,,Bowen Property Management Company,1800 SW First Avenue,Suite 180,Portland,OR,97201,,503-684-1123,503-764-2950,pmyoungren@wcbcorps.com,SUSANA MITCHELL,Seattle,Portland
VILLAGE OAKS,3608 W 18TH ST,,EUGENE,OR,97402,Lane,,,OR16M000139,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,21,67,Larry Abel,HA and Communty Services of Lane Cnty,177 Day Island Road,,Eugene,OR,97401,,541-682-3755,541-682-3875,lable@hacsa.us,Larry Abel,HA and Communty Services of Lane Cnty,177 Day Island Road,,Eugene,OR,97401,,541-682-3755,541-682-3875,lable@hacsa.us,KRISTINE PETRILLO,Seattle,Portland
WALLERWOOD APTS,1134 WALLER ST SE,,SALEM,OR,97302,Marion,,,OR16M000052,,Subsidized - Previously Insured,Elderly,Elderly,22,22,Terrence R. McDonald,WALLERWOOD LIMITED PARTNERSHIP,PO Box 24608,,Eugene,OR,97402,0440,(541) 687-5820,(541) 683-9423,need_email@hud.gov,,St.Vincent DePaul Society of Lane County,705 S. Seneca,,Eugene,OR,97402,,(541) 687-5820,,need_email@hud.gov,KRISTINE PETRILLO,Seattle,Portland
WALLOWA ALPINE VILLAGE,303 RESIDENCE ST,,ENTERPRISE,OR,97828,Wallowa,,,OR16M000072,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,26,28,Dale Inslee,Northeast Oregon Housing Authority,2608 May Lane,PO Box 3357,LaGrande,OR,97850,7357,(541) 963-5360,(541) 963-3682,dinslee@gmail.com,Dale Inslee,Northeast Oregon Housing Authority,2608 May Lane,PO Box 3357,LaGrande,OR,97850,7357,(541) 963-5360,(541) 963-3682,dinslee@gmail.com,RICHARD OTIS,Seattle,Portland
WALNUT COURT,842 NE 2nd St,,Corvallis,OR,97330,Benton,(541) 928-3111,12635124,OR16M000168,221d3 NC/SR Market Rate,Insured-Subsidized,Partially elderly handicapped,Elderly,24,24,Henry R. Kaiser,Henry Kaiser,P.O. Box 190,,Monmouth,OR,97361,0190,(503)838-1664,,need_email@hud.gov,,Cascade Management Corp.,8532 SW Saint Helens Dr,,Wilsonville,OR,97070,9639,503-682-7788,503-682-5656,dave@cascade-management.com,KRISTINE PETRILLO,Seattle,Portland
WALNUT PARK APARTMENTS,5272 NE 6TH AVE,,PORTLAND,OR,97211,Multnomah,,,OR16H029106,,"Subsidized, No HUD Financing",Elderly,Elderly,38,38,,REACH Walnut Partners Limited Partnership,1135 SE Salmon St.,,Portland,OR,97214,,503-231-0682,,lhughes@reachcdc.org,,"REACH Community Development, Inc.",1135 SE Salmon St,,Portland,OR,97214,3628,503-231-0682,503-236-3429,mbaker@reachcdc.org,RICHARD OTIS,Seattle,Portland
WEBB PLAZA,1415 SW Alder,,PORTLAND,OR,97205,Multnomah,503-221-0338,12635303,,223(a)(7) Refi of 221d4 NC/SR,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,39,Noell  Webb,"WEBB PROPERTIES, LLC",1419 SW Alder St.,,PORTLAND,OR,97205,1946,503-221-0338,,need_email@hud.gov,Noell Webb,"WEBB PROPERTIES, LLC",1419 SW Alder St.,,PORTLAND,OR,97205,1946,503-221-0338,,need_email@hud.gov,SUSANA MITCHELL,Seattle,Portland
WEST ALAMEDA APTS,833 Alameda Dr,,Ontario,OR,97914,Malheur,,,OR16M000157,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,22,32,"Thomas B. Brenneke, Jr.","West Alameda Apartments, LLC",710 NW 14th Ave Second Floor,Second Floor,Portland,OR,97209,,503-802-3600,,brenna.austin@gres.com,,Northwest Real Estate Capital Corp,210 W Mallard Dr Ste A,,Boise,ID,83706,3992,(208) 947-7050,(208) 9477052,bradelg@nwrecc.org,RICHARD OTIS,Seattle,Portland
WEST DEVILS LAKE,3100 NE 26TH ST,,LINCOLN CITY,OR,97367,Lincoln,,,OR16H029141,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,50,50,Noel Gill,Northwest Devils Lake LLC,210 W. Mallard Drive,Suite A,Boise,ID,83706,,208-947-7048,,need_email@hud.gov,Kimara Cisneros,Northwest Real Estate Capital Corp,210 W Mallard Dr Ste A,,Boise,ID,83706,3992,(208) 947-7050,(208) 9477052,bradelg@nwrecc.org,MELISSA A SCHAFTE,Seattle,Portland
WEST RIDGE MEADOWS APARTMENTS,18040 NW Chemeketa Ln,,Portland,OR,97229,Washington,503-439-9098,12698027,,542(c) HFA Risk Sharing -- NC/SR,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,276,"Walter Grodahl, III",West Ridge Limited Partnership,2164 SW Park Pl,,Portland,OR,97205,1125,503-224-2554,,need_email@hud.gov,melanie watts,"GSL Properties, Inc.",2164 S.W. Park Place,,Portland,OR,97205,1125,(503)224-2554,(503)223-4463,sgrodahl@gslproperties.com,CYNTHIA E INGEBRETSON,Seattle,Portland
West University Housing,"540, 889, 1570 E 14th Avenue, E 19th Av,",and High Street,Eugene,OR,97401,Lane,,12611074,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,19,Dan Neal,West University Sustainable Housing LLC,1361 Pearl,,eugene,OR,97401,,5414847311,5414844290,dan@nealeng.com,Carmen Von Klein,"von Klein Property Management, LLC",1301 Ferry Street #2,,Eugene,OR,97401,,541-485-7776,541-334-6578,vkpm@vonkleinrentals.com,SUSANA MITCHELL,Seattle,Portland
Westgate Apartments,740 East 13th Ave,,Eugene,OR,97401,Lane,,12611082,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,35,Dan Neal,"First LEED, LLC",1361 Pearl Street,,Eugene,OR,97401,,5414847311,5414844290,dan@nealeng.com,Terry Shockley,Property Management Concepts,630 East 13th Avenue,,Eugene,OR,97401,,541-485-8220,,info@eugenerentals.com,CYNTHIA E INGEBRETSON,Seattle,Portland
WESTMORELAND'S UNION MANOR,6404 SE 23RD AVE,,PORTLAND,OR,97202,Multnomah,(503) 233-5671,126SH005,OR16M000126,202 Direct Loan/ Elderly/ Pre - 1974,202/811,Wholly Elderly Housekeeping,Elderly,217,301,Earl B Kirkland,Union Labor Retirement Assocation,1625 SE Lafayette St,,Portland,OR,97202,3862,(503) 231-4922,(503) 235-5915,need_email@hud.gov,Patrick C O'Toole,Manor Management Service,1625  SE LaFayette St.,,Portland,OR,97202,3862,(503) 231-4922,503 235 5915,wendy@manormanagement.com,RICHARD OTIS,Seattle,Portland
WESTMORELAND'S UNION MANOR,6404 SE 23RD AVE,,PORTLAND,OR,97202,Multnomah,(503) 233-5671,126SH005,OR16L000003,202 Direct Loan/ Elderly/ Pre - 1974,202/811,Wholly Elderly Housekeeping,Elderly,217,301,Earl B Kirkland,Union Labor Retirement Assocation,1625 SE Lafayette St,,Portland,OR,97202,3862,(503) 231-4922,(503) 235-5915,need_email@hud.gov,Patrick C O'Toole,Manor Management Service,1625  SE LaFayette St.,,Portland,OR,97202,3862,(503) 231-4922,503 235 5915,wendy@manormanagement.com,RICHARD OTIS,Seattle,Portland
WESTSHORE APTS,222 SW PINE STREET,,PORTLAND,OR,97204,Multnomah,503-827-7918,12698001,,542(c) HFA Risk Sharing -- NC/SR,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,113,Brian D. McCarl,Pine Street Associates Limited Partnerhip,118 SW Porter Street,,Portland,OR,97201,4737,(503)243-3365,(503)243-3584,need_email@hud.gov,Jamie Martinson,"REACH Community Development, Inc.",1135 SE Salmon St,,Portland,OR,97214,3628,503-231-0682,503-236-3429,mbaker@reachcdc.org,CYNTHIA E INGEBRETSON,Seattle,Portland
WESTSIDE VILLAGE,WESTSIDE VILLAGE,2812 W. 7th STREET,THE DALLES,OR,97058,Wasco,(541) 298-4581,,OR16H029086,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,44,44,John  Anderson,"Westside Village Apartments, Oregon Ltd",PO Box 30823,,Santa Barbara,CA,93130,0823,,,need_email@hud.gov,Dave Bachman,Cascade Management Corp.,8532 SW Saint Helens Dr,,Wilsonville,OR,97070,9639,503-682-7788,503-682-5656,dave@cascade-management.com,STEPHANIE P SMITH,Seattle,Portland
WESTVIEW COMMONS,1067 West Looking Glass Road,,ROSEBURG,OR,97470,Douglas,541-440-3777,126HD026,OR16Q981002,811 Capital Advance for Disabled,202/811,Chronically Mentally Ill,Disabled,18,18,Misti West,"Douglas Housing Alternatives, Inc.",1215 SW G St,,Grants Pass,OR,97526,2544,(541)476-2373,(541)476-1526,need_email@hud.gov,Dan Dizney,Neel Management Team,P.O. Box 760,,Creswell,OR,97426,0760,(541)895-8801,,need_email@hud.gov,CAROL JAMISON,Seattle,Portland
WHISPERING PINES,525 NW 6th Ave,,Estacada,OR,97023,Clackamas,(503)630-6460,126GG003,OR16S991003,Green Retrofit Grant,202/811,Elderly,Elderly,62,63,Thomas D. Turnbull,"Estacada VOA Elderly Housing, Inc.",1660 Duke St,,Alexandria,VA,22314,,703-341-5000,703-341-7002,cmonetti@voa.org,Paul Hickman,"Volunteers of America of Oregon, Inc.",3910 S. E. Stark Street,,Portland,OR,97214,,503-235-8655,503-239-6233,need_email@hud.gov,CAROL JAMISON,Seattle,Portland
WILLAMALANE,4707 SE BOARDMAN AVE,,MILWAUKIE,OR,97267,Clackamas,503-659-0638,,OR16M000095,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,34,52,"Thomas B. Brenneke, Jr.","Willamalane Apartments, LLC",710 NW 14th Ave Second Floor,Second Floor,Portland,OR,97209,,503-802-3600,,brenna.austin@gres.com,"Thomas B. Brenneke, Jr.",Guardian Real Estate Services LLC,710 NW 14th Ave,,Portland,OR,97209,2701,503-802-3600,503-802-3648,thomas.brenneke@gres.com,RICHARD OTIS,Seattle,Portland
WILLAMETTE ESTATES I APARTMENTS,"3900 Santiam Pass Way, NE",,Salem,OR,97303,Marion,,12611058,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,178,Robert G. Johnson,"Willamette Estates -I, LLC",30050 SW Town Center Loop West,Suite 200,Wilsonville,OR,97233,,5035828282,5035828282,bob@marathonpm.com,Robert G. Johnson,"Marathon Management, Inc.",30050 SW Town Center Loop West,Suite 200,"WILSONVILLE,",OR,97070,7596,5035828440,5035828383,bob@marathonpm.com,CYNTHIA E INGEBRETSON,Seattle,Portland
Willamette Estates II Apartments,3986-3988 Fisher Road NE,,Salem,OR,97303,Marion,,12635289,,221d4 NC/SR,Insured-Unsubsidized,,,0,180,Robert Johnson,"Willamette Estates -II, LLC",30050 SW Town Center Loop West,Suite 200,Wilsonville,OR,97070,,5035828282,5035828383,bob@marathonpm.com,Robert Johnson,"Marathon Management, Inc.",30050 SW Town Center Loop West,Suite 200,"WILSONVILLE,",OR,97070,7596,5035828440,5035828383,bob@marathonpm.com,CYNTHIA E INGEBRETSON,Seattle,Portland
WILLAMETTE GARDENS APARTMENTS,3545 Kinsrow Ave,,Eugene,OR,97401,Lane,,12698039,,542(c) HFA Risk Sharing -- NC/SR,Insured-Unsubsidized,,,0,240,,,,,,,,,,,,Jennifer Hughes,"Affinity Property Management, LLC",111 SW Fifth Ave,Suite 3690,Portland,OR,97204,,(503)892-0099,(503)892-3311,officeassistant@affinityproperty.com,CAROL JAMISON,Seattle,Portland
Willamina Villa - Beaver State,320 NE 1st St,,Willamina,OR,97396,Yamhill,,12698045,OR16R000027,542(c) HFA Risk Sharing -- NC/SR,Insured-Subsidized,Indv. families - not eld/ handicap,Family,24,24,Doug Chrisman,Beaver State Apartments-Willamina,301 W Main St,,Enterprise,OR,97828,,541-426-3820 X700,541-426-4965,mark@chrismandm.com,,"Viridian Management, Inc.",200 E Main St,PO Box 490,Enterprise,OR,97828,,541-426-3820,541-426-5978,mark@viridianmgt.com,MELISSA A SCHAFTE,Seattle,Portland
"WILLOWS APARTMENTS, THE",365 NW Adams Street,,HILLSBORO,OR,97124,Washington,503-681-0908,126HD002,OR16Q911002,811 Capital Advance for Disabled,202/811,Chronically Mentally Ill,Disabled,8,9,Don Prather,Willows,4585 SW 185th Ave,,Aloha,OR,97007,,503 619-1902,,jramirez@sequoiamhs.org,William Faricy,"SEQUOIA MENTAL HEALTH SERVICES, INC",13575 SW MILLIKAN WAY,,BEAVERTON,OR,97005,,(503) 591-9280,(503) 848-2072,charris@sequoia.com,CAROL JAMISON,Seattle,Portland
"WILLOWS, THE",300 SE M ST,,GRANTS PASS,OR,97526,Josephine,541-476-5951,126EH119,OR16Q881007,202 Direct Loan Converted to Cap Adv w/PRAC,202/811,Chronically Mentally Ill,Disabled,10,10,Jim Huber,"Options Housing Alternatives, Inc.",1215 SW G Street,,Grants Pass,OR,97526,2544,541-476-2373,541-476-1526,cthompson@optionsonline.org,Kim  Miller,Options for Southern Oregon Inc.,1215  SW G  ST,,Grants Pass,OR,97526,2544,(541) 476-2373,(541)  476-1526,info@optionsonline.org,CYNTHIA E INGEBRETSON,Seattle,Portland
Wilsonville Summit Apartments,25800 SW Canyon Creek Rd N,,Wilsonville,OR,97070,Washington,(503) 582 - 0900,12611075,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,326,Jung Doo Shin,"Wilsonville Summit, LLC",25800 SW Canyon Creek Rd. N.,,Wilsonville,OR,97070,,503-582-0900,503-582-1711,lucia@wilsonvillesummit.com,Lucia Shin,"Wilsonville Summit, LLC",25800 SW Canyon Creek Rd. N.,,Wilsonville,OR,97070,,503-582-0900,503-582-1711,lucia@wilsonvillesummit.com,CAROL JAMISON,Seattle,Portland
WOODLAND APARTMENTS,245 S Schoneman Ave,,Coos Bay,OR,97420,Coos,541-888-8732,12644118,OR16M000085,236(j)(1)/ Lower Income Families,Insured-Subsidized,Indv. families - not eld/ handicap,Family,72,72,Margaret  Thomas,WOODLAND APTS. PRESERVATION INC.,C/O Coos-Curry Housing Authority,1700 Monroe Street,NORTH BEND,OR,97459,3598,541-756-4111,541-756-4990,nbeman@ccnbchas.org,Ned Beman,Coos Curry Housing Authority,1700 Monroe Street,,North Bend,OR,97459,3598,(541) 756-4111,(541)756-4990,need_email@hud.gov,MELISSA A SCHAFTE,Seattle,Portland
WOODLAND HEIGHTS RETIREMENT COMMUNITY,11625 SE Boise St,,Portland,OR,97266,Multnomah,503-761-5500,126EE041,OR16S011001,202 Capital Advance for Elderly,202/811,Elderly,Elderly,58,58,Frank C. Gimbolo,RVM PORTLAND II HOUSING CORPORATION,965 Ellendale Drive,,Medford,OR,97504,8546,(541) 857-7454,541-857-7889,dena@retirement.org,Iva Lewis,PACIFIC RETIREMENT SERVICE,965 Ellendale Dr,,MEDFORD,OR,97504,8215,541-857-7472,541-857-7889,dena@retirement.org,SUSANA MITCHELL,Seattle,Portland
WOODLAND PARK,280 SE 12th AVE,,HILLSBORO,OR,97123,Washington,503-693-1416,,OR16H029101,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,111,111,Yvonne Camacho,"Woodland Park Properties, Ltd.",8110 E Union Ave,#200,Denver,CO,80237,2969,(303) 750-6656,,need_email@hud.gov,Joan Bougetz,"Simpson Property Group, L.P.","8110 East Union Avenue, Suite 200",,Denver,CO,80237,,303-283-4100,,jorge.koziolkowsky@simpsonhousing.com,RICHARD OTIS,Seattle,Portland
WOODRIDGE APARTMENTS,SW Pacific Hwy.,,TUALATIN,OR,97062,Washington,503-691-9085,12698031,,542(c) HFA Risk Sharing -- NC/SR,Insured-Unsubsidized,,,0,264,,WOODRIDGE LIMITED PARTNERSHIP,2164 SW Park Pl,,Portland,OR,97205,1125,503-224-2554,,need_email@hud.gov,Melanie Watts,"GSL Properties, Inc.",2164 S.W. Park Place,,Portland,OR,97205,1125,(503)224-2554,(503)223-4463,sgrodahl@gslproperties.com,CYNTHIA E INGEBRETSON,Seattle,Portland
YA PO AH,350 PEARL ST,,EUGENE,OR,97401,Lane,(541) 342-5329,126SH007,OR16M000149,202 Direct Loan/ Elderly/ Pre - 1974,202/811,Wholly Elderly Housekeeping,Elderly,210,222,Emsley W. Curtis,Evergreen Union Retirement Assoc.,350 Pearl St,,Eugene,OR,97401,2303,(541)342-3529,,need_email@hud.gov,Patrick C. O'Toole,Manor Management Service,1625  SE LaFayette St.,,Portland,OR,97202,3862,(503) 231-4922,503 235 5915,wendy@manormanagement.com,RICHARD OTIS,Seattle,Portland
YA PO AH,350 PEARL ST,,EUGENE,OR,97401,Lane,(541) 342-5329,126SH007,OR16L000002,202 Direct Loan/ Elderly/ Pre - 1974,202/811,Wholly Elderly Housekeeping,Elderly,210,222,Emsley W. Curtis,Evergreen Union Retirement Assoc.,350 Pearl St,,Eugene,OR,97401,2303,(541)342-3529,,need_email@hud.gov,Patrick C. O'Toole,Manor Management Service,1625  SE LaFayette St.,,Portland,OR,97202,3862,(503) 231-4922,503 235 5915,wendy@manormanagement.com,RICHARD OTIS,Seattle,Portland
100 WASHINGTON SQUARE,100 WASHINGTON ST,,CHENEY,WA,99004,Spokane,509-488-5890,17135187,WA190084001,221d4 NC/SR,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,25,26,Gary W. Geschke,"100 Washington Square, a Limited Partnership",1827 1st St,,Cheney,WA,99004,1966,(509) 235-5000,(509) 235-5018,Connie@cheneyhousing.com,Gary W. Geschke,"Cheney Real Estate Management, Inc.",1827 First Street,,Cheney,WA,99004,,509-235-5000,509-235-5018,connie@cheneyhousing.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
1400 MARKET ST,1314 MARKET ST,,TACOMA,WA,98402,Pierce,(253)272-9475,,WA190002011,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,125,125,John Stephanus,"Villaggio I, LLC",219 East Garfield Street  # 600,,Seattle,WA,98102,,206-505-3278,,Johns@armco.net,Whitney P Griffin,OLYMPIC MANAGEMENT CO,6820 20th Street East,,Fife,WA,98424,,(253) 896-4100,(253) 896-3900,evmcpm@omcwa.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
18TH AVENUE APARTMENTS,1543 18TH AVE,,SEATTLE,WA,98122,King,206-779-6185,,WA190065002,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,9,9,Christopher D. Persons,CAPITOL HILL HSG IMPROVMNT PROG (CHHIP),"1402 THIRD AVE, STE 200",,SEATTLE,WA,98101,2118,(206) 329-7303,(206) 329-1857,jfleming@capitolhillhousing.org,Christopher D. Persons,CAPITOL HILL HSG IMPROVMNT PROG (CHHIP),"1402 THIRD AVE, STE 200",,SEATTLE,WA,98101,2118,(206) 329-7303,(206) 329-1857,jfleming@capitolhillhousing.org,KATHY KLEIN,Seattle,Seattle
412  APARTMENTS,412 25TH AVE S,,SEATTLE,WA,98144,King,206-329-3758,,WA19L000017,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,12,12,Samuel  Jacobs,CENTRAL CITY AFFORDABLE HSG INC,"1402 THIRD AVE, STE 200",,SEATTLE,WA,98101,0000,(206) 329-7303,(206) 329-1857,dmoreland@capitolhillhousing.org,Christopher D. Persons,CAPITOL HILL HSG IMPROVMNT PROG (CHHIP),"1402 THIRD AVE, STE 200",,SEATTLE,WA,98101,2118,(206) 329-7303,(206) 329-1857,jfleming@capitolhillhousing.org,KATHY KLEIN,Seattle,Seattle
Admiral Housing,2614 - 42nd Ave. SW,,SEATTLE,WA,98116,King,(206) 615-3303,127HD024,WA19Q971001,811 Capital Advance for Disabled,202/811,Chronically Mentally Ill,Disabled,15,15,Jerry Eknoian,Admiral Housing,1217 Sixth Ave,,Seattle,WA,98101,,(206)622-4865 ext. 27,(206)622-8726,gary@plyhc.org,Gary Southerton,Plymouth Healing Communities,1217 Sixth Ave.,,Seattle,WA,98101,,206-622-4865,206-622-8726,gary@plyhc.org,BRENDA PAYETTE-ZEH,Seattle,Seattle
ADMIRALTY APARTMENTS,129 TAYLOR ST,,PORT TOWNSEND,WA,98368,Jefferson,360-385-0553,,WA19M000075,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,38,48,Eric Fredricks,Ericksen Partnership,724 Erickson Ave NE Ste 102,,Bainbridge Island,WA,98110,2818,(206) 842-2550,(206) 842-1614,eric@bainbridge.net,Eric Fredricks,Ericksen Partnership,724 Erickson Ave NE Ste 102,,Bainbridge Island,WA,98110,2818,(206) 842-2550,(206) 842-1614,eric@bainbridge.net,KATHY KLEIN,Seattle,Seattle
Ainsworth Court,10610 16th Ave Court S,,Tacoma,WA,98444,Pierce,(253) 536-8122,12711181,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,80,,,,,,,,,,,,,,,,,,,,,,,BRENDA PAYETTE-ZEH,Seattle,Seattle
ALASKA HOUSE,4545 42ND AV SW,,SEATTLE,WA,98116,King,206 935-0520,12735444,WA190035007,221d4 NC/SR,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,104,105,Stanley Harrelson,"Alaska House Affiliates, LLC",c/o Cascade Affordable Housing,"5055 Keller Springs Road, Suite 400",Addison,TX,75001,,407-949-3235,407-618-8275,amesser@pinnaclefamily.com,Stanley Harrelson,"American Management Svcs, LLC. dba Pinnacle",C/O Anne Messer,"2600 Lake Lucien Drive, Ste 300",Orlando,FL,32751,,4079493235,4076188275,amesser@pinnaclefamily.com,KATHY KLEIN,Seattle,Seattle
ALDER HOUSE APARTMENTS,925 E ALDER ST,,SEATTLE,WA,98122,King,206-622-3380,,WA19M000078,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,42,42,,Boren Development LLC,4554 California Ave SW,,Seattle,WA,98116,,206-382-2909,206-382-2904,kristen_hansen@qwest.net,Orville  Cohen,Washington Management Company,4554 California Ave SW,,SEATTLE,WA,98116,0000,(206) 382-2909,(206) 382-2904,need_email@hud.gov,MARY ELLEN CASAREZ,Seattle,Seattle
Alder Ridge,38338 28th Ave South,,Milton,WA,98354,King,,12735490,,221d4 NC/SR,Insured-Unsubsidized,,,0,0,,,,,,,,,,,,,,,,,,,,,,,BRENDA PAYETTE-ZEH,Seattle,Seattle
ALDER TERRACE,1900 NORTH ALDER,,ELLENSBURG,WA,98926,Kittitas,(509)925-2417,,,,Use Restriction,Indv. families - not eld/ handicap,Family,0,51,Perry Rowe,Housing Authority of Kittitas County,107 W 11TH ST,,ELLENSBURG,WA,98926,,509-962-9006,509-962-3575,housingauthority@fairpoint.net,Perry Rowe,Housing Authority of Kittitas County,107 W 11TH ST,,ELLENSBURG,WA,98926,,509-962-9006,509-962-3575,housingauthority@fairpoint.net,LEONA L BLANKENSHIP,Seattle,Anchorage
ALDERWOOD MANOR,401 Alder Ave,,WARDEN,WA,98857,Grant,(509) 349-2930,17144071,WA19M000111,236(j)(1)/ Lower Income Families,Insured-Subsidized,Indv. families - not eld/ handicap,Family,20,20,Michael S Wasnick,Warden Associates Limited Partnership,5474 NE Falcon Ridge Ln,,Poulsbo,WA,98370,8922,(360) 394-9657,(360) 394-9658,mandm2000@embarqmail.com,Michael S Wasnick,Warden Associates Limited Partnership,5474 NE Falcon Ridge Ln,,Poulsbo,WA,98370,8922,(360) 394-9657,(360) 394-9658,mandm2000@embarqmail.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
