DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation
1999-07-12,1.56,1.563,1.438,1.438,25400
1999-07-09,1.38,1.5,1.313,1.5,70700
1999-07-08,1.38,1.469,1.344,1.375,50900
1999-07-07,1.438,1.438,1.406,1.406,13900
1999-07-06,1.38,1.469,1.344,1.438,50000
1999-07-02,1.34,1.438,1.25,1.313,42600
1999-07-01,1.25,1.375,1.25,1.344,59900
1999-06-30,1.281,1.281,1.281,1.281,2900
1999-06-29,1.28,1.344,1.219,1.281,20200
1999-06-28,1.27,1.313,1.25,1.313,1100
1999-06-25,1.25,1.313,1.25,1.313,58700
1999-06-24,1.34,1.344,1.125,1.25,82000
1999-06-23,1.31,1.375,1.188,1.344,86300
1999-06-22,1.313,1.313,1.313,1.313,900
1999-06-21,1.375,1.375,1.313,1.313,27200
1999-06-18,1.25,1.375,1.25,1.375,44900
1999-06-17,1.28,1.281,1.25,1.25,22700
1999-06-16,1.31,1.375,1.25,1.25,44100
1999-06-15,1.38,1.406,1.344,1.375,42100
1999-06-14,1.38,1.406,1.375,1.375,44700
1999-06-11,1.3,1.375,1.281,1.375,3500
1999-06-10,1.31,1.313,1.25,1.25,40900
1999-06-09,1.28,1.344,1.25,1.281,8400
1999-06-08,1.25,1.313,1.25,1.281,21100
1999-06-07,1.28,1.406,1.25,1.344,30300
1999-06-04,1.375,1.375,1.281,1.281,27300
1999-06-03,1.31,1.375,1.281,1.375,7800
1999-06-02,1.38,1.438,1.281,1.281,29900
1999-06-01,1.25,1.375,1.219,1.375,37100
1999-05-28,1.156,1.156,1.125,1.156,14500
1999-05-27,1.188,1.188,1.125,1.156,41600
1999-05-26,1.22,1.25,1.125,1.125,128400
1999-05-25,1.31,1.313,1.125,1.125,71800
1999-05-24,1.34,1.375,1.313,1.313,16000
1999-05-21,1.31,1.375,1.25,1.313,26000
1999-05-20,1.375,1.375,1.313,1.313,21200
1999-05-19,1.375,1.375,1.313,1.375,14300
1999-05-18,1.438,1.438,1.313,1.375,22200
1999-05-17,1.438,1.438,1.313,1.406,7100
1999-05-14,1.438,1.438,1.313,1.313,5600
1999-05-13,1.469,1.469,1.375,1.438,7800
1999-05-12,1.469,1.469,1.375,1.406,3400
1999-05-11,1.438,1.438,1.375,1.375,19800
1999-05-10,1.44,1.469,1.406,1.406,44700
1999-05-07,1.38,1.438,1.375,1.375,29000
1999-05-06,1.41,1.438,1.375,1.375,40900
1999-05-05,1.25,1.375,1.188,1.344,29500
1999-05-04,1.38,1.469,1.313,1.344,21700
1999-05-03,1.19,1.375,1.188,1.375,4700
1999-04-29,1.375,1.375,1.25,1.25,24700
1999-04-28,1.16,1.375,1.156,1.313,29800
1999-04-27,1.25,1.281,1.156,1.156,14900
1999-04-26,1.13,1.25,1.125,1.125,17000
1999-04-23,1.28,1.281,1.125,1.25,20600
1999-04-22,1.063,1.25,1.063,1.25,15500
1999-04-21,1.25,1.25,1.063,1.219,9100
1999-04-20,1.28,1.313,1.031,1.281,25600
1999-04-19,1.25,1.25,1.125,1.188,38300
1999-04-16,1.19,1.25,1.094,1.094,31400
1999-04-15,1.34,1.344,1,1.188,98800
1999-04-14,1.34,1.344,1.25,1.25,14400
1999-04-13,1.34,1.344,1.281,1.313,11100
1999-04-12,1.25,1.344,1.25,1.25,29200
1999-04-09,1.31,1.313,1.25,1.25,17300
1999-04-08,1.313,1.375,1.313,1.313,25400
1999-04-07,1.313,1.375,1.313,1.375,24600
1999-04-06,1.25,1.375,1.25,1.313,47200
1999-04-05,1.375,1.375,1.25,1.25,7400
1999-04-01,1.438,1.438,1.25,1.313,12800
1999-03-31,1.25,1.438,1.25,1.438,16400
1999-03-30,1.31,1.313,1.25,1.25,27500
1999-03-29,1.406,1.406,1.313,1.344,6300
1999-03-26,1.375,1.375,1.313,1.313,34600
1999-03-25,1.438,1.438,1.406,1.406,32200
1999-03-24,1.41,1.438,1.406,1.406,20300
1999-03-23,1.313,1.438,1.313,1.313,99000
1999-03-22,1.44,1.5,1.313,1.375,30100
1999-03-19,1.44,1.5,1.438,1.438,22100
1999-03-18,1.44,1.5,1.438,1.438,8200
1999-03-17,1.5,1.563,1.438,1.5,18400
1999-03-16,1.44,1.563,1.438,1.531,176400
1999-03-15,1.5,1.5,1.438,1.438,55800
1999-03-12,1.56,1.563,1.438,1.438,48300
1999-03-11,1.56,1.563,1.438,1.438,62700
1999-03-10,1.44,1.563,1.438,1.563,49100
1999-03-09,1.5,1.563,1.375,1.375,64200
1999-03-08,1.531,1.625,1.531,1.531,20800
1999-03-05,1.688,1.688,1.5,1.563,44200
1999-03-04,1.688,1.688,1.625,1.688,14800
1999-03-03,1.688,1.688,1.688,1.688,2700
1999-03-02,1.63,1.688,1.625,1.688,4000
1999-03-01,1.63,1.75,1.625,1.75,6600
1999-02-26,1.63,1.75,1.625,1.75,8800
1999-02-25,1.63,1.688,1.563,1.625,63400
1999-02-24,1.81,1.938,1.625,1.625,54500
1999-02-23,1.875,1.875,1.625,1.625,63100
1999-02-22,2.125,2.125,2.125,2.125,1600
1999-02-19,2.125,2.125,1.875,1.875,7000
1999-02-18,2.25,2.25,1.813,1.844,11300
1999-02-17,2.06,2.375,1.844,1.844,17600
1999-02-16,1.88,2.063,1.875,1.875,19700
1999-02-12,2.125,2.125,1.875,1.938,12600
1999-02-11,1.88,2.25,1.625,2.125,49200
1999-02-10,2.188,2.188,1.906,2,21900
1999-02-09,2.375,2.375,2.219,2.219,24900
1999-02-08,2.313,2.375,2.313,2.375,15600
1999-02-05,2.313,2.438,2.313,2.313,12900
1999-02-04,2.41,2.5,2.313,2.375,23500
1999-02-03,2.59,2.594,2.313,2.438,21400
1999-02-02,2.5,2.563,2.375,2.469,32100
1999-02-01,2.25,2.5,2.25,2.313,17900
1999-01-29,2.438,2.438,2.375,2.375,5900
1999-01-28,2.47,2.531,2.375,2.438,21900
1999-01-27,2.56,2.563,2.469,2.469,36700
1999-01-26,2.5,2.563,2.5,2.563,9500
1999-01-25,2.5,2.625,2.438,2.531,88000
1999-01-22,2.44,2.469,2.375,2.469,31100
1999-01-21,2.38,2.438,2.313,2.438,77900
1999-01-20,2.313,2.375,2.313,2.313,5800
1999-01-19,2.53,2.625,2.344,2.375,68600
1999-01-15,2.56,2.75,2.5,2.531,54900
1999-01-14,2.19,2.563,2.188,2.438,86100
1999-01-13,2.13,2.344,2.125,2.219,23800
1999-01-12,2.31,2.5,2.219,2.219,45800
1999-01-11,2.25,2.625,2.125,2.5,48100
1999-01-08,2.375,2.375,2.125,2.125,42600
1999-01-07,2.13,2.625,2.125,2.313,69000
1999-01-06,1.91,2.188,1.781,2.063,140900
1999-01-05,1.72,1.813,1.719,1.75,6500
1999-01-04,1.84,1.875,1.75,1.75,29200
1998-12-31,1.69,1.813,1.688,1.719,85900
1998-12-30,1.75,1.813,1.688,1.688,30500
1998-12-29,1.72,1.75,1.688,1.719,57300
1998-12-28,1.81,1.813,1.688,1.75,105500
1998-12-24,1.69,1.781,1.688,1.688,31100
1998-12-23,1.69,1.781,1.688,1.688,56700
1998-12-22,1.75,1.781,1.688,1.688,59400
1998-12-21,1.75,1.875,1.75,1.781,44500
1998-12-18,1.69,1.875,1.688,1.75,13600
1998-12-17,1.81,1.875,1.688,1.688,128100
1998-12-16,1.69,1.75,1.656,1.688,93600
1998-12-15,1.594,1.719,1.594,1.688,168400
1998-12-14,1.56,1.75,1.531,1.625,98000
1998-12-11,1.56,1.563,1.5,1.563,51300
1998-12-10,1.531,1.625,1.531,1.531,52200
1998-12-09,1.56,1.625,1.531,1.563,37700
1998-12-08,1.625,1.625,1.5,1.531,145700
1998-12-07,1.63,1.656,1.563,1.563,27500
1998-12-04,1.5,1.656,1.5,1.625,37000
1998-12-03,1.5,1.625,1.5,1.531,59100
1998-12-02,1.688,1.688,1.531,1.563,100600
1998-12-01,1.63,1.688,1.531,1.625,47600
1998-11-30,1.688,1.688,1.563,1.563,32700
1998-11-27,1.563,1.688,1.563,1.563,14400
1998-11-24,1.63,1.688,1.563,1.625,37000
1998-11-23,1.625,1.625,1.5,1.563,42700
1998-11-20,1.75,1.813,1.531,1.531,151000
1998-11-19,1.688,1.688,1.5,1.531,45700
1998-11-18,1.5,1.688,1.5,1.688,63100
1998-11-17,1.625,1.625,1.5,1.5,55600
1998-11-16,1.75,1.75,1.563,1.688,38200
1998-11-13,1.625,1.625,1.531,1.563,38200
1998-11-12,1.63,1.781,1.563,1.688,121800
1998-11-11,1.75,1.75,1.563,1.563,66400
1998-11-10,1.63,1.781,1.563,1.688,121800
1998-11-09,1.656,1.656,1.531,1.625,40300
1998-11-06,1.63,1.656,1.469,1.5,151900
1998-11-05,1.688,1.688,1.438,1.531,175000
1998-11-04,1.688,1.688,1.469,1.5,107600
1998-11-03,1.56,1.688,1.5,1.688,28900
1998-11-02,1.5,1.688,1.5,1.625,59800
1998-10-30,1.625,1.625,1.531,1.563,87500
1998-10-29,1.63,1.875,1.625,1.688,21200
1998-10-28,1.75,1.875,1.688,1.719,42800
1998-10-27,1.84,2,1.75,1.75,46700
1998-10-26,1.844,1.938,1.844,1.844,27600
1998-10-23,2,2,1.813,1.844,60300
1998-10-22,2.25,2.5,2,2,81100
1998-10-21,2,2.188,1.938,2,42000
1998-10-20,2.06,2.063,1.938,2,74600
1998-10-19,1.94,2.188,1.938,2,50700
1998-10-16,2.13,2.188,1.938,2,21000
1998-10-15,2.13,2.188,2,2,103400
1998-10-14,2.375,2.375,2.188,2.188,30200
1998-10-13,2.28,2.281,2.25,2.25,4600
1998-10-12,2.281,2.375,2.281,2.281,10000
1998-10-09,2.44,2.5,2.281,2.281,83600
1998-10-08,2.5,2.5,2.375,2.406,32600
1998-10-07,2.44,2.5,2.406,2.438,108400
1998-10-06,2.44,2.5,2.406,2.406,10600
1998-10-05,2.44,2.5,2.406,2.406,22700
1998-10-02,2.5,2.5,2.406,2.5,46800
1998-10-01,2.41,2.438,2.406,2.438,5100
1998-09-30,2.38,2.406,2.375,2.406,18600
1998-09-29,2.44,2.5,2.313,2.469,58600
1998-09-28,2.38,2.5,2.313,2.344,16800
1998-09-25,2.5,2.625,2.25,2.313,47000
1998-09-24,2.313,2.5,2.313,2.5,11000
1998-09-23,2.38,2.5,2.375,2.375,10300
1998-09-22,2.438,2.438,2.375,2.375,29500
1998-09-21,2.41,2.5,2.406,2.5,22900
1998-09-18,2.5,2.813,2.406,2.406,7100
1998-09-17,2.625,2.625,2.375,2.5,4100
1998-09-16,2.25,2.5,2.25,2.281,10600
1998-09-15,2.13,2.438,2.125,2.25,55600
1998-09-14,2.56,2.563,2.438,2.438,70300
1998-09-11,2.5,2.563,2.5,2.531,80200
1998-09-10,2.625,2.625,2.5,2.563,37100
1998-09-09,2.5,2.563,2.5,2.531,38900
1998-09-08,2.75,2.75,2.531,2.531,33600
1998-09-04,2.656,2.656,2.5,2.531,65700
1998-09-03,2.5,2.625,2.5,2.625,39000
1998-09-02,2.75,2.75,2.625,2.625,52200
1998-09-01,2.56,2.75,2.5,2.5,81900
1998-08-31,2.75,2.781,2.625,2.625,73800
1998-08-28,2.72,2.844,2.688,2.688,136800
1998-08-27,2.5,2.813,2.5,2.719,59900
1998-08-26,2.75,2.813,2.75,2.75,11300
1998-08-25,2.81,2.813,2.75,2.75,26100
1998-08-24,2.75,2.875,2.75,2.813,64100
1998-08-21,2.69,2.844,2.688,2.75,32000
1998-08-20,2.938,2.938,2.781,2.781,41000
1998-08-19,2.81,2.938,2.781,2.781,115200
1998-08-18,2.938,2.938,2.813,2.844,86700
1998-08-17,2.84,2.938,2.75,2.938,27800
1998-08-14,2.91,3,2.75,2.938,173400
1998-08-13,2.875,2.875,2.719,2.75,93500
1998-08-12,2.88,2.938,2.5,2.719,341500
1998-08-11,3.06,3.063,2.875,2.938,220400
1998-08-10,3.25,3.25,3,3,177900
1998-08-07,3.31,3.438,2.875,3.063,190700
1998-08-06,3.34,3.438,3.281,3.438,41400
1998-08-05,3.38,3.594,3.375,3.406,50200
1998-08-04,3.344,3.5,3.344,3.375,32900
1998-08-03,3.344,3.625,3.344,3.406,40800
1998-07-31,3.38,3.438,3.375,3.406,73700
1998-07-30,3.625,3.625,3.25,3.313,159100
1998-07-29,3.75,3.875,3.5,3.625,12900
1998-07-28,3.563,4.125,3.563,4,59700
1998-07-27,3.5,3.5,3.5,3.5,4400
1998-07-24,3.44,3.75,3.438,3.75,33600
1998-07-23,3.38,3.438,3.375,3.438,4200
1998-07-22,3.44,3.625,3.438,3.625,3900
1998-07-21,3.44,3.625,3.438,3.625,5800
1998-07-20,3.38,3.406,3.375,3.375,3700
1998-07-17,3.38,3.563,3.375,3.563,1100
1998-07-16,3.38,3.406,3.375,3.406,7700
1998-07-15,3.406,3.406,3.375,3.375,2800
1998-07-14,3.38,3.563,3.375,3.375,5400
1998-07-13,3.75,3.75,3.375,3.406,27800
1998-07-10,3.313,3.75,3.313,3.313,10000
1998-07-09,3.25,3.531,3.25,3.531,5100
1998-07-08,3.25,3.625,3.25,3.375,56300
1998-07-07,3.19,3.281,3.188,3.281,5300
1998-07-06,3.5,3.5,3.25,3.375,5900
1998-07-02,3.438,3.438,3.344,3.344,12800
1998-07-01,3.38,3.438,3.25,3.438,9200
1998-06-30,3.313,3.625,3.313,3.375,16800
1998-06-29,3.25,3.688,3.25,3.375,13600
1998-06-26,3.5,3.5,3.25,3.25,1900
1998-06-25,3.56,3.563,3.031,3.375,17100
1998-06-24,3.063,3.25,3.063,3.25,6500
1998-06-23,3,3.313,3,3.25,30500
1998-06-22,3,3.313,3,3.188,19700
1998-06-19,3.938,3.938,3.125,3.5,40900
1998-06-18,4,4.125,4,4,26400
1998-06-17,4.5,4.5,4.25,4.25,9500
1998-06-16,4.13,4.5,4.125,4.5,11300
1998-06-15,4.19,4.25,4.188,4.188,7000
1998-06-12,4.31,4.313,4.188,4.313,10700
1998-06-11,4.375,4.375,4.313,4.313,13500
1998-06-10,4.38,4.5,4.375,4.375,5600
1998-06-09,4.38,4.5,4.375,4.375,97500
1998-06-08,4.375,4.375,4.375,4.375,6200
1998-06-05,4.38,4.5,4.375,4.5,1500
1998-06-04,4.75,4.75,4.5,4.5,10100
1998-06-03,4.625,4.625,4.625,4.625,5000
1998-06-02,4.625,4.625,4.563,4.625,22700
1998-06-01,4.63,4.688,4.625,4.688,3800
1998-05-29,4.75,4.75,4.625,4.75,3900
1998-05-28,4.313,4.625,4.313,4.563,84800
1998-05-27,4.38,4.406,4.25,4.313,30700
1998-05-26,4.5,4.5,4.375,4.375,12100
1998-05-22,4.438,4.438,4.438,4.438,23400
1998-05-21,4.5,4.625,4.438,4.5,81500
1998-05-20,4.5,4.5,4.5,4.5,15100
1998-05-19,4.63,4.75,4.625,4.625,18200
1998-05-18,4.75,4.875,4.625,4.625,39100
1998-05-15,4.75,5,4.625,4.75,54800
1998-05-14,4.38,5,4.375,4.625,93000
1998-05-13,4.88,5,4,4.375,179000
1998-05-12,5.13,5.25,5.125,5.188,63700
1998-05-11,5.13,5.313,5.125,5.313,49300
1998-05-08,5.13,5.375,5.063,5.188,10900
1998-05-07,5.375,5.375,4.875,5.125,223800
1998-05-06,5.344,5.375,5.344,5.375,100900
1998-05-05,5.34,5.375,5.313,5.375,182200
1998-05-04,5.313,5.375,5.313,5.375,14300
1998-05-01,5.375,5.375,5.313,5.375,61100
1998-04-30,5.375,5.375,5.313,5.313,12800
1998-04-29,5.313,5.375,5.313,5.313,33000
1998-04-28,5.25,5.438,5.25,5.375,18300
1998-04-27,5.375,5.375,5.25,5.25,30800
1998-04-24,5.25,5.375,5.25,5.25,15700
1998-04-23,5.25,5.375,5.25,5.375,52800
1998-04-22,5.19,5.375,5.188,5.375,54400
1998-04-21,5.5,5.625,5.25,5.25,19400
1998-04-20,5.13,5.375,5.125,5.375,56100
1998-04-17,5.25,5.25,5.063,5.188,35300
1998-04-16,5.13,5.25,5.031,5.25,49400
1998-04-15,5,5.25,5,5.125,48200
1998-04-14,5.25,5.25,5,5.031,81800
1998-04-13,5.25,5.375,5.25,5.25,25700
1998-04-09,5.31,5.563,5.25,5.25,15800
1998-04-08,5.38,5.563,5.313,5.313,13100
1998-04-07,5.38,5.563,5.375,5.438,19300
1998-04-06,5.56,5.625,5.375,5.375,20900
1998-04-03,5.5,5.625,5.375,5.563,31800
1998-04-02,5.625,5.625,5.375,5.625,14100
1998-04-01,5.19,5.375,5.188,5.375,21600
1998-03-31,5.13,5.375,5.125,5.188,34400
1998-03-30,5.25,5.25,5.125,5.125,18000
1998-03-27,5.25,5.25,5,5.25,36600
1998-03-26,5,5.25,5,5.094,24700
1998-03-25,5.13,5.25,5,5.063,46700
1998-03-24,5.25,5.375,4.875,5.125,324000
1998-03-23,5.313,5.375,5.313,5.375,21000
1998-03-20,5.313,5.438,5.313,5.313,36900
1998-03-19,5.313,5.438,5.313,5.313,45600
1998-03-18,5.25,5.438,5.25,5.313,17700
1998-03-17,5.38,5.5,5.25,5.438,50500
1998-03-16,5.38,5.5,5.375,5.5,19900
1998-03-13,5.5,5.625,5.375,5.469,55100
1998-03-12,5.625,5.625,5.5,5.5,3200
1998-03-11,5.625,5.625,5.5,5.5,5700
1998-03-10,5.53,5.625,5.5,5.563,53100
1998-03-09,5.625,5.625,5.5,5.531,24200
1998-03-06,5.688,5.688,5.5,5.563,26400
1998-03-05,5.63,5.688,5.5,5.656,41400
1998-03-04,5.563,5.75,5.563,5.688,27600
1998-03-03,5.563,5.688,5.563,5.625,15400
1998-03-02,5.688,5.688,5.5,5.5,10200
1998-02-27,5.563,5.688,5.563,5.563,4000
1998-02-26,5.563,5.75,5.563,5.563,15600
1998-02-25,5.75,5.75,5.563,5.625,24400
1998-02-24,5.63,5.688,5.563,5.563,78900
1998-02-23,5.75,5.813,5.625,5.625,31500
1998-02-20,5.69,5.75,5.625,5.75,67800
1998-02-19,5.88,5.938,5.625,5.688,65400
1998-02-18,5.75,6,5.75,5.75,23800
1998-02-17,5.75,6,5.75,6,8200
1998-02-13,5.88,6,5.75,5.875,21900
1998-02-12,6,6,5.75,6,4800
1998-02-11,5.875,5.875,5.875,5.875,8200
1998-02-10,5.75,6.125,5.75,6.063,22700
1998-02-09,5.81,5.875,5.75,5.813,26000
1998-02-06,5.875,5.875,5.813,5.813,14400
1998-02-05,5.75,6,5.75,6,22700
1998-02-04,6.125,6.125,5.75,5.75,21300
1998-02-03,6.13,6.25,5.875,6,32200
1998-02-02,5.94,6.375,5.938,6.125,31300
1998-01-30,6.125,6.125,5.938,6,26100
1998-01-29,5.88,6.125,5.875,6,9900
1998-01-28,5.88,6,5.875,5.875,8500
1998-01-27,5.875,5.875,5.75,5.75,16800
1998-01-26,5.88,6,5.625,5.75,27100
1998-01-23,6,6,5.875,6,5500
1998-01-22,5.75,6,5.75,5.875,4700
1998-01-21,5.63,6.063,5.625,6,45800
1998-01-20,6.125,6.125,5.625,5.625,46200
1998-01-16,6,6.125,6,6.125,6600
1998-01-15,6,6,5.75,5.75,5400
1998-01-13,5.88,6,5.625,5.875,31900
1998-01-12,5.5,5.688,5.5,5.625,10100
1998-01-09,5.63,5.75,5.625,5.75,4500
1998-01-08,6,6.125,5.5,5.5,39200
1998-01-07,6.125,6.125,6.125,6.125,5200
1998-01-06,6.25,6.5,6.125,6.125,11500
1998-01-05,6,6.5,6,6.5,21100
1998-01-02,6.125,6.125,6,6,12700
1997-12-31,6.13,6.25,6.125,6.125,11600
1997-12-30,6.13,6.375,6.125,6.125,12100
1997-12-29,6.13,6.375,6.125,6.125,17000
1997-12-26,6.13,6.375,6.125,6.125,4700
1997-12-23,6.25,6.375,6.125,6.125,14400
1997-12-22,6.25,6.625,6.25,6.375,26900
1997-12-19,6.25,6.313,6.25,6.313,5800
1997-12-18,6.38,6.688,6.375,6.375,30600
1997-12-17,6.375,6.375,6.25,6.375,6800
1997-12-16,6.25,6.5,6.25,6.375,7800
1997-12-15,6.5,6.625,6.25,6.375,37800
1997-12-12,6.5,6.625,6.375,6.375,10200
1997-12-11,6.75,6.938,6.375,6.5,53500
1997-12-10,6.75,6.75,6.75,6.75,1100
1997-12-09,6.75,6.844,6.75,6.75,11700
1997-12-08,6.75,6.938,6.75,6.75,5900
1997-12-05,7.125,7.125,6.75,6.938,77300
1997-12-04,7.13,7.25,7,7.188,43700
1997-12-03,7.25,7.438,7.25,7.25,18800
1997-12-02,7.25,7.438,7.25,7.25,16400
1997-12-01,7.5,7.5,7.25,7.375,8500
1997-11-28,7.5,7.5,7.375,7.5,30300
1997-11-26,7.375,7.375,7.25,7.25,14400
1997-11-25,7.44,7.594,7.438,7.438,23800
1997-11-24,7.44,7.594,7.438,7.594,11700
1997-11-21,7.44,7.594,7.438,7.594,16800
1997-11-20,7.5,7.563,7.438,7.563,33000
1997-11-19,7.38,7.563,7.375,7.5,8500
1997-11-18,7.5,7.563,7.375,7.375,38600
1997-11-17,7.38,7.625,7.375,7.5,33100
1997-11-14,7.25,7.625,7.25,7.375,26700
1997-11-13,7.5,7.5,7.313,7.5,38100
1997-11-12,7.38,7.5,7.375,7.375,46200
1997-11-11,7.5,7.5,7.375,7.5,32700
1997-11-10,7.38,7.5,7.375,7.5,13500
1997-11-07,7.38,7.5,7.375,7.375,129600
1997-11-06,7.38,7.5,7.375,7.375,15100
1997-11-05,7.13,7.5,7.125,7.375,54500
1997-11-04,7,7.125,7,7,34300
1997-11-03,7.25,7.25,7,7.188,6800
1997-10-31,7,7.25,7,7,100600
1997-10-30,7.375,7.375,7.125,7.125,17400
1997-10-29,7.13,7.5,7.125,7.188,12200
1997-10-28,6.88,7.438,6.875,7.125,27400
1997-10-27,7.38,7.5,7.25,7.5,74400
1997-10-24,7,7.5,6.875,7.375,36200
1997-10-23,6.63,6.875,6.5,6.875,9700
1997-10-22,6.81,7,6.625,6.688,66800
1997-10-21,6.75,7,6.75,7,32300
1997-10-20,6.63,6.75,6.625,6.75,300
1997-10-17,6.75,6.875,6.75,6.875,32200
1997-10-16,6.63,6.813,6.625,6.75,13600
1997-10-15,6.75,6.875,6.625,6.625,5300
1997-10-14,6.63,6.75,6.625,6.75,10100
1997-10-13,6.75,7,6.625,6.625,7500
1997-10-10,7,7,6.625,7,7700
1997-10-09,6.63,7,6.625,6.625,23300
1997-10-08,7,7,6.625,6.875,23500
1997-10-07,7.875,7.875,6.875,6.875,60200
1997-10-06,7.75,7.875,7.625,7.625,39100
1997-10-03,8,8,7.5,7.75,41100
1997-10-02,8,8,7.75,7.75,56700
1997-10-01,7.5,8,7.375,7.875,108600
1997-09-30,7.625,7.625,7.25,7.5,73000
1997-09-29,7.13,7.625,7.125,7.375,100500
1997-09-26,7,7.25,6.875,6.875,15400
1997-09-25,7.13,7.375,7.063,7.125,33400
1997-09-24,7.13,7.625,6.75,7.125,64700
1997-09-23,6.44,7.063,6.438,6.813,82400
1997-09-22,6.5,6.625,6.313,6.625,61400
1997-09-19,6.313,6.5,6.313,6.438,34200
1997-09-18,6.31,6.5,6.25,6.5,52000
1997-09-17,6.38,6.5,6.25,6.313,83400
1997-09-16,6.5,6.5,6.25,6.5,20700
1997-09-15,6.25,6.375,6.25,6.25,23300
1997-09-12,6.438,6.438,6.25,6.438,17500
1997-09-11,6.25,6.438,6.25,6.438,26500
1997-09-10,6.25,6.5,6.25,6.5,27800
1997-09-08,6.38,6.625,6.25,6.375,68200
1997-09-05,6.625,6.625,6.25,6.625,43800
1997-09-04,5.75,6.625,5.75,6.563,110800
1997-09-03,5,6,5,5.875,114800
1997-09-02,4.75,5.25,4.75,5.125,31300
1997-08-29,4.63,5,4.625,4.75,37500
1997-08-28,4.88,5,4.75,4.813,7400
1997-08-27,4.63,4.75,4.625,4.75,75400
1997-08-26,5,5,4.875,4.875,2000
1997-08-25,4.63,5,4.625,4.75,5700
1997-08-22,4.75,5,4.625,4.625,4200
1997-08-21,5,5,4.75,4.875,4400
1997-08-20,5.125,5.125,4.875,4.875,1100
1997-08-19,4.88,5.125,4.875,4.875,10100
1997-08-18,4.875,4.875,4.875,4.875,500
1997-08-15,4.875,4.875,4.875,4.875,3000
1997-08-14,4.88,5,4.875,4.875,5600
1997-08-13,4.88,5.125,4.875,5,26700
1997-08-12,4.88,5,4.75,4.75,32300
1997-08-11,4.88,5,4.875,4.875,5300
1997-08-08,4.88,5.25,4.875,4.875,13500
1997-08-07,5,5.25,4.875,4.875,19900
1997-08-06,5,5.25,5,5.25,1900
1997-08-05,5,5.25,5,5.063,14300
1997-08-04,5.25,5.25,5,5.125,22600
1997-08-01,5.13,5.25,5,5.25,36400
1997-07-31,5,5.25,5,5.125,18300
1997-07-30,5.25,5.25,5,5,17300
1997-07-29,5,5.25,5,5,5900
1997-07-28,5,5.063,5,5,3000
1997-07-25,5,5,5,5,3200
1997-07-24,5,5.25,5,5.125,7300
1997-07-23,5,5,5,5,2000
1997-07-21,5.13,5.375,5,5,6800
1997-07-18,5,5.25,5,5.25,24600
1997-07-17,5,5.25,5,5,6700
1997-07-16,5,5.125,5,5.016,4600
1997-07-15,5,5.25,5,5.25,22400
1997-07-14,5.375,5.375,5,5.375,15300
1997-07-11,5.38,5.5,5.375,5.375,8700
1997-07-10,5.38,5.625,5.375,5.438,4300
1997-07-09,5.75,5.75,5.375,5.438,42300
1997-07-08,5.38,5.625,5.375,5.375,2700
1997-07-07,5.38,5.625,5.375,5.5,13500
1997-07-03,5.02,5.375,5.016,5.375,10200
1997-07-02,5.13,5.25,5,5.25,800
1997-07-01,5,5.125,5,5,2200
1997-06-30,5.375,5.375,4.875,5.125,19900
1997-06-27,5.38,5.75,5.375,5.375,17700
1997-06-26,5.38,5.75,5.375,5.5,6600
1997-06-25,5.5,5.5,5.375,5.375,3800
1997-06-24,5.5,5.75,5.5,5.75,400
1997-06-23,5.88,6,5.5,5.75,29400
1997-06-20,5.875,5.875,5.875,5.875,4200
1997-06-19,5.88,6.125,5.875,6,15000
1997-06-18,5.88,6.125,5.875,5.875,8800
1997-06-17,6.125,6.125,5.875,5.875,6000
1997-06-16,6.25,6.25,5.875,5.875,3800
1997-06-13,5.88,6.25,5.875,6.25,4900
1997-06-12,5.88,6.25,5.875,6.25,1600
1997-06-11,5.88,6.25,5.875,6,4900
1997-06-10,5.88,6.25,5.875,6,15300
1997-06-05,6.25,6.25,6,6.125,11300
1997-06-04,6,6.25,6,6.125,3000
1997-06-03,5.63,6.25,5.625,6,24400
1997-06-02,6,6,5.625,6,8100
1997-05-30,6,6,5.625,6,4500
1997-05-29,6.375,6.375,5.875,6,22800
1997-05-28,6.13,6.5,5.875,6.25,64400
1997-05-27,5.5,5.875,5.25,5.875,50300
1997-05-23,5.13,5.25,5.125,5.125,9400
1997-05-22,5.13,5.25,5,5.25,7600
1997-05-21,5,5.375,5,5,2000
1997-05-20,5,5.375,5,5.188,22900
1997-05-19,5.375,5.375,5.125,5.375,20800
1997-05-16,5.13,5.375,5.125,5.25,44800
1997-05-15,5.13,5.313,5.125,5.125,41200
1997-05-14,4.88,5.625,4.875,5.25,102500
1997-05-13,4.63,5,4.625,5,9000
1997-05-12,4.63,4.813,4.625,4.813,2500
1997-05-09,4.88,5,4.75,5,14500
1997-05-08,4.75,4.75,4.625,4.75,3700
1997-05-07,4.5,4.875,4.5,4.625,5600
1997-05-06,4.5,4.875,4.5,4.5,6500
1997-05-05,4.5,4.5,4.5,4.5,2000
1997-05-02,4.75,4.875,4.625,4.875,7500
1997-04-30,4.75,4.75,4.5,4.5,7700
1997-04-29,4.63,4.75,4.5,4.5,25500
1997-04-28,4.875,4.875,4.625,4.625,9700
1997-04-25,4.63,4.75,4.625,4.625,9900
